NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HP_NEPHROPATHY	HP_NEPHROPATHY	Details ...	72	0.61291844	1.2365768	0.022	1.0	1.0	2488	tags=33%, list=18%, signal=41%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP	Details ...	111	0.6019011	1.2282948	0.015	1.0	1.0	3089	tags=32%, list=23%, signal=40%	
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE	Details ...	40	0.61500865	1.2200907	0.09337349	1.0	1.0	4402	tags=58%, list=32%, signal=84%	
ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	Details ...	38	0.6118042	1.2196661	0.09466264	1.0	1.0	2427	tags=32%, list=18%, signal=38%	
HP_RESTRICTIVE_VENTILATORY_DEFECT	HP_RESTRICTIVE_VENTILATORY_DEFECT	Details ...	30	0.61175066	1.2065896	0.16616008	1.0	1.0	2246	tags=30%, list=16%, signal=36%	
HP_FASCICULATIONS	HP_FASCICULATIONS	Details ...	43	0.6025015	1.2000948	0.11	1.0	1.0	2157	tags=23%, list=16%, signal=28%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS	Details ...	40	0.5948492	1.190003	0.14944835	1.0	1.0	2891	tags=30%, list=21%, signal=38%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	Details ...	28	0.6078149	1.1871264	0.18116684	1.0	1.0	2948	tags=39%, list=22%, signal=50%	
KIM_LIVER_CANCER_POOR_SURVIVAL_UP	KIM_LIVER_CANCER_POOR_SURVIVAL_UP	Details ...	19	0.6044978	1.165875	0.26492146	1.0	1.0	1878	tags=21%, list=14%, signal=24%	
ZHAN_MULTIPLE_MYELOMA_MF_DN	ZHAN_MULTIPLE_MYELOMA_MF_DN	Details ...	24	0.59831655	1.1526742	0.24487706	1.0	1.0	1950	tags=25%, list=14%, signal=29%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP		111	0.56208575	1.1468334	0.078	1.0	1.0	2586	tags=24%, list=19%, signal=30%	
GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_UP		74	0.5635726	1.1436118	0.154	1.0	1.0	2786	tags=28%, list=20%, signal=35%	
HUPER_BREAST_BASAL_VS_LUMINAL_DN	HUPER_BREAST_BASAL_VS_LUMINAL_DN		51	0.56649786	1.1362163	0.20440882	1.0	1.0	3760	tags=45%, list=27%, signal=62%	
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN		16	0.59945524	1.1304619	0.3193096	1.0	1.0	188	tags=13%, list=1%, signal=13%	
GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_DN	GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_DN		105	0.55350053	1.1252167	0.131	1.0	1.0	2344	tags=24%, list=17%, signal=29%	
ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	ANDERSEN_CHOLANGIOCARCINOMA_CLASS2		124	0.5518343	1.1224207	0.105	1.0	1.0	2897	tags=27%, list=21%, signal=33%	
GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_UP		94	0.55228764	1.1217628	0.169	1.0	1.0	2472	tags=22%, list=18%, signal=27%	
CHANDRAN_METASTASIS_TOP50_DN	CHANDRAN_METASTASIS_TOP50_DN		28	0.5693729	1.1170535	0.31294596	1.0	1.0	2445	tags=21%, list=18%, signal=26%	
GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP	GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP		123	0.5466702	1.1091063	0.162	1.0	1.0	2887	tags=27%, list=21%, signal=34%	
FINAK_BREAST_CANCER_SDPP_SIGNATURE	FINAK_BREAST_CANCER_SDPP_SIGNATURE		21	0.5742852	1.1040202	0.3786307	1.0	1.0	2395	tags=24%, list=17%, signal=29%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		145	0.5391353	1.1019202	0.156	1.0	1.0	2811	tags=30%, list=21%, signal=38%	
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_DN	GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_DN		137	0.5430437	1.1005129	0.149	1.0	1.0	2550	tags=24%, list=19%, signal=29%	
HP_ROD_CONE_DYSTROPHY	HP_ROD_CONE_DYSTROPHY		110	0.5466129	1.1004999	0.177	1.0	1.0	2826	tags=26%, list=21%, signal=33%	
ZHAN_MULTIPLE_MYELOMA_LB_DN	ZHAN_MULTIPLE_MYELOMA_LB_DN		24	0.5578078	1.099783	0.36923078	1.0	1.0	2044	tags=25%, list=15%, signal=29%	
GSE32901_NAIVE_VS_TH1_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH1_CD4_TCELL_UP		83	0.54162055	1.0988194	0.254	1.0	1.0	3527	tags=35%, list=26%, signal=47%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP		123	0.54128635	1.095359	0.181	1.0	1.0	2714	tags=24%, list=20%, signal=30%	
HP_RICKETS	HP_RICKETS		23	0.5539387	1.0934223	0.39117044	1.0	1.0	735	tags=13%, list=5%, signal=14%	
ZHAN_MULTIPLE_MYELOMA_HP_UP	ZHAN_MULTIPLE_MYELOMA_HP_UP		30	0.5513592	1.0914166	0.39068827	1.0	1.0	1287	tags=13%, list=9%, signal=15%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		130	0.5356249	1.0909628	0.207	1.0	1.0	2811	tags=32%, list=21%, signal=39%	
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN		116	0.54033643	1.0886885	0.224	1.0	1.0	2973	tags=27%, list=22%, signal=34%	
NEWMAN_ERCC6_TARGETS_DN	NEWMAN_ERCC6_TARGETS_DN		22	0.5628376	1.0837166	0.39318886	1.0	1.0	627	tags=9%, list=5%, signal=10%	
HP_ADULT_ONSET	HP_ADULT_ONSET		97	0.5317453	1.0818669	0.268	1.0	1.0	2247	tags=19%, list=16%, signal=22%	
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP		65	0.53792	1.0805143	0.3053053	1.0	1.0	2806	tags=28%, list=20%, signal=35%	
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP		47	0.54056126	1.0791142	0.3433735	1.0	1.0	2567	tags=26%, list=19%, signal=31%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP		111	0.53000844	1.0781674	0.257	1.0	1.0	3160	tags=27%, list=23%, signal=35%	
SU_PANCREAS	SU_PANCREAS		30	0.54535466	1.0766554	0.37903225	1.0	1.0	2927	tags=27%, list=21%, signal=34%	
HP_INFANTILE_ONSET	HP_INFANTILE_ONSET		291	0.52153254	1.0711062	0.167	1.0	1.0	2788	tags=25%, list=20%, signal=31%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP		218	0.5233505	1.068232	0.205	1.0	1.0	2826	tags=24%, list=21%, signal=30%	
WONG_MITOCHONDRIA_GENE_MODULE	WONG_MITOCHONDRIA_GENE_MODULE		208	0.5231278	1.0679681	0.22	1.0	1.0	2932	tags=24%, list=21%, signal=30%	
BILD_HRAS_ONCOGENIC_SIGNATURE	BILD_HRAS_ONCOGENIC_SIGNATURE		153	0.52262837	1.0679593	0.249	1.0	1.0	2871	tags=24%, list=21%, signal=30%	
CROMER_METASTASIS_UP	CROMER_METASTASIS_UP		41	0.5385198	1.0672729	0.40040243	1.0	1.0	2505	tags=27%, list=18%, signal=33%	
KIM_LIVER_CANCER_POOR_SURVIVAL_DN	KIM_LIVER_CANCER_POOR_SURVIVAL_DN		36	0.53655577	1.0660554	0.3943662	1.0	1.0	2624	tags=19%, list=19%, signal=24%	
HP_PATHOLOGIC_FRACTURE	HP_PATHOLOGIC_FRACTURE		19	0.5570737	1.0659219	0.41753653	1.0	1.0	2825	tags=26%, list=21%, signal=33%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP		304	0.5212172	1.0650811	0.171	1.0	1.0	2352	tags=21%, list=17%, signal=25%	
HP_ONSET	HP_ONSET		639	0.5145807	1.0599477	0.107	1.0	1.0	2513	tags=21%, list=18%, signal=24%	
ZHAN_MULTIPLE_MYELOMA_MF_UP	ZHAN_MULTIPLE_MYELOMA_MF_UP		29	0.5352007	1.058703	0.44343436	1.0	1.0	2897	tags=28%, list=21%, signal=35%	
ZHAN_MULTIPLE_MYELOMA_CD1_UP	ZHAN_MULTIPLE_MYELOMA_CD1_UP		36	0.52263045	1.0575069	0.43015075	1.0	1.0	840	tags=14%, list=6%, signal=15%	
GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_UP		111	0.5185346	1.0534796	0.337	1.0	1.0	2464	tags=23%, list=18%, signal=27%	
HP_CHRONIC_KIDNEY_DISEASE	HP_CHRONIC_KIDNEY_DISEASE		43	0.5268128	1.0533499	0.43963784	1.0	1.0	1718	tags=16%, list=13%, signal=19%	
ZHAN_MULTIPLE_MYELOMA_MS_DN	ZHAN_MULTIPLE_MYELOMA_MS_DN		31	0.53057855	1.049675	0.47272727	1.0	1.0	2507	tags=23%, list=18%, signal=28%	
SPIRA_SMOKERS_LUNG_CANCER_UP	SPIRA_SMOKERS_LUNG_CANCER_UP		31	0.52947605	1.0484958	0.47768763	1.0	1.0	2454	tags=23%, list=18%, signal=27%	
GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_DN	GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_DN		137	0.51505893	1.0481111	0.329	1.0	1.0	2702	tags=22%, list=20%, signal=27%	
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_DN		126	0.5164158	1.0469265	0.355	1.0	1.0	2366	tags=20%, list=17%, signal=24%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN		117	0.5143439	1.0446557	0.389	1.0	1.0	2308	tags=21%, list=17%, signal=24%	
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP		43	0.5225179	1.0434613	0.43630892	1.0	1.0	2034	tags=19%, list=15%, signal=22%	
GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_DN	GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_DN		92	0.5142873	1.0426146	0.41	1.0	1.0	2663	tags=24%, list=19%, signal=29%	
HP_PEDIATRIC_ONSET	HP_PEDIATRIC_ONSET		369	0.5077532	1.0415525	0.256	1.0	1.0	2788	tags=23%, list=20%, signal=28%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		46	0.5150895	1.0384005	0.4678715	1.0	1.0	3026	tags=30%, list=22%, signal=39%	
HP_CLINICAL_COURSE	HP_CLINICAL_COURSE		884	0.5046073	1.0372478	0.19	1.0	1.0	2829	tags=23%, list=21%, signal=27%	
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	WP_NONALCOHOLIC_FATTY_LIVER_DISEASE		134	0.50831115	1.0370998	0.377	1.0	1.0	2844	tags=29%, list=21%, signal=36%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN		126	0.5115313	1.0353674	0.385	1.0	1.0	2538	tags=22%, list=19%, signal=27%	
ZHAN_MULTIPLE_MYELOMA_HP_DN	ZHAN_MULTIPLE_MYELOMA_HP_DN		36	0.52015996	1.0331526	0.47935548	1.0	1.0	3006	tags=31%, list=22%, signal=39%	
MCLACHLAN_DENTAL_CARIES_UP	MCLACHLAN_DENTAL_CARIES_UP		209	0.503676	1.0294443	0.371	1.0	1.0	2894	tags=26%, list=21%, signal=33%	
GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN	GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN		143	0.505075	1.0279771	0.424	1.0	1.0	2644	tags=22%, list=19%, signal=27%	
HP_JUVENILE_ONSET	HP_JUVENILE_ONSET		65	0.51041025	1.0272158	0.458	1.0	1.0	2286	tags=18%, list=17%, signal=22%	
WALLACE_PROSTATE_CANCER_RACE_UP	WALLACE_PROSTATE_CANCER_RACE_UP		224	0.5017254	1.0218894	0.396	1.0	1.0	3103	tags=27%, list=23%, signal=35%	
GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP	GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP		133	0.49822485	1.0131136	0.49	1.0	1.0	1813	tags=14%, list=13%, signal=16%	
HP_STAGE_5_CHRONIC_KIDNEY_DISEASE	HP_STAGE_5_CHRONIC_KIDNEY_DISEASE		34	0.51574266	1.0128402	0.5252016	1.0	1.0	1656	tags=15%, list=12%, signal=17%	
VANTVEER_BREAST_CANCER_ESR1_UP	VANTVEER_BREAST_CANCER_ESR1_UP		83	0.500886	1.0119066	0.5035035	1.0	1.0	3244	tags=28%, list=24%, signal=36%	
HP_ABNORMAL_INTESTINE_MORPHOLOGY	HP_ABNORMAL_INTESTINE_MORPHOLOGY		382	0.49383405	1.0116931	0.436	1.0	1.0	3066	tags=24%, list=22%, signal=30%	
GSE15659_TREG_VS_TCONV_UP	GSE15659_TREG_VS_TCONV_UP		114	0.4960212	1.0107726	0.502	1.0	1.0	2620	tags=19%, list=19%, signal=24%	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG		16	0.5359271	1.0090843	0.5143464	1.0	1.0	2629	tags=19%, list=19%, signal=23%	
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP		219	0.4927	1.0029974	0.501	1.0	1.0	2764	tags=20%, list=20%, signal=24%	
ZHAN_MULTIPLE_MYELOMA_LB_UP	ZHAN_MULTIPLE_MYELOMA_LB_UP		25	0.5104599	1.0027746	0.5344296	1.0	1.0	2319	tags=24%, list=17%, signal=29%	
GSE12963_UNINF_VS_ENV_AND_NEF_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_UNINF_VS_ENV_AND_NEF_DEFICIENT_HIV1_INF_CD4_TCELL_UP		98	0.49172664	1.0027176	0.538	1.0	1.0	2335	tags=17%, list=17%, signal=21%	
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN	GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN		132	0.48934895	0.9996306	0.529	1.0	1.0	2115	tags=17%, list=15%, signal=20%	
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN		134	0.49124485	0.9988158	0.532	1.0	1.0	2012	tags=17%, list=15%, signal=20%	
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP		41	0.49913526	0.9983446	0.5467337	1.0	1.0	2517	tags=22%, list=18%, signal=27%	
ZHAN_MULTIPLE_MYELOMA_MS_UP	ZHAN_MULTIPLE_MYELOMA_MS_UP		25	0.5022882	0.9962113	0.55987716	1.0	1.0	2684	tags=24%, list=20%, signal=30%	
HP_RETINOPATHY	HP_RETINOPATHY		81	0.49765426	0.9959406	0.554	1.0	1.0	2231	tags=16%, list=16%, signal=19%	
GSE12963_UNINF_VS_ENV_AND_NEF_DEFICIENT_HIV1_INF_CD4_TCELL_DN	GSE12963_UNINF_VS_ENV_AND_NEF_DEFICIENT_HIV1_INF_CD4_TCELL_DN		101	0.4886513	0.9950253	0.554	1.0	1.0	1878	tags=15%, list=14%, signal=17%	
ALONSO_METASTASIS_UP	ALONSO_METASTASIS_UP		165	0.48609635	0.9911014	0.571	1.0	1.0	2655	tags=24%, list=19%, signal=29%	
GSE15659_RESTING_VS_ACTIVATED_TREG_DN	GSE15659_RESTING_VS_ACTIVATED_TREG_DN		135	0.4877852	0.9905646	0.579	1.0	1.0	2146	tags=19%, list=16%, signal=22%	
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_DN	ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_DN		36	0.49204466	0.9901522	0.56683415	1.0	1.0	1010	tags=14%, list=7%, signal=15%	
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP		63	0.49141386	0.9877825	0.587	1.0	1.0	3105	tags=25%, list=23%, signal=33%	
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN		131	0.48681664	0.9857097	0.601	1.0	1.0	2550	tags=21%, list=19%, signal=26%	
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP		38	0.49013868	0.9823126	0.5969849	1.0	1.0	2202	tags=18%, list=16%, signal=22%	
ZHAN_MULTIPLE_MYELOMA_CD2_DN	ZHAN_MULTIPLE_MYELOMA_CD2_DN		28	0.4957182	0.97981304	0.5906788	1.0	1.0	1768	tags=14%, list=13%, signal=16%	
HP_OSTEOPOROSIS	HP_OSTEOPOROSIS		164	0.47984672	0.9767995	0.622	1.0	1.0	2007	tags=13%, list=15%, signal=16%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN		129	0.47988042	0.9753917	0.617	1.0	1.0	2538	tags=20%, list=19%, signal=25%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN		121	0.4728828	0.9630614	0.655	1.0	1.0	2160	tags=16%, list=16%, signal=18%	
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL		50	0.47912946	0.9619288	0.66432863	1.0	1.0	1860	tags=14%, list=14%, signal=16%	
HP_CONSTITUTIONAL_SYMPTOM	HP_CONSTITUTIONAL_SYMPTOM		577	0.46635818	0.9596979	0.805	1.0	1.0	3102	tags=24%, list=23%, signal=29%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		43	0.4752069	0.95421183	0.65295887	1.0	1.0	2948	tags=23%, list=22%, signal=30%	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP		86	0.47261637	0.954183	0.669	1.0	1.0	2597	tags=22%, list=19%, signal=27%	
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS		26	0.4877484	0.9465505	0.6500509	1.0	1.0	2046	tags=19%, list=15%, signal=23%	
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP		15	0.5095241	0.9459432	0.63822895	1.0	1.0	1437	tags=13%, list=10%, signal=15%	
ZHAN_MULTIPLE_MYELOMA_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD2_UP		25	0.4860373	0.943437	0.6363636	1.0	1.0	2680	tags=24%, list=20%, signal=30%	
GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP		93	0.46460053	0.94213724	0.706	1.0	1.0	2505	tags=18%, list=18%, signal=22%	
GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_DN	GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_DN		78	0.46584943	0.9413988	0.696	1.0	1.0	3793	tags=31%, list=28%, signal=42%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP		153	0.4609763	0.9406053	0.742	1.0	1.0	2262	tags=16%, list=17%, signal=19%	
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN		96	0.46280858	0.938409	0.723	1.0	1.0	1705	tags=13%, list=12%, signal=14%	
CHANDRAN_METASTASIS_DN	CHANDRAN_METASTASIS_DN		212	0.45863333	0.9365915	0.782	1.0	1.0	2665	tags=18%, list=19%, signal=22%	
ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN		25	0.479023	0.93610954	0.6413934	1.0	1.0	2259	tags=16%, list=16%, signal=19%	
BILD_E2F3_ONCOGENIC_SIGNATURE	BILD_E2F3_ONCOGENIC_SIGNATURE		160	0.4578895	0.9359577	0.751	1.0	1.0	3027	tags=24%, list=22%, signal=30%	
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_DN		146	0.45545962	0.92507505	0.793	1.0	1.0	3016	tags=23%, list=22%, signal=30%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN		130	0.45721903	0.9249952	0.788	1.0	1.0	2426	tags=18%, list=18%, signal=21%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP	GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP		112	0.45575258	0.92302984	0.77	1.0	1.0	2288	tags=15%, list=17%, signal=18%	
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP	GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP		144	0.45118615	0.9220086	0.795	1.0	1.0	2823	tags=20%, list=21%, signal=25%	
GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_DN	GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_DN		130	0.4496169	0.91347265	0.817	1.0	1.0	2447	tags=17%, list=18%, signal=20%	
GSE15659_TREG_VS_TCONV_DN	GSE15659_TREG_VS_TCONV_DN		109	0.4486107	0.9115787	0.779	1.0	1.0	3207	tags=25%, list=23%, signal=32%	
GSE15659_RESTING_VS_ACTIVATED_TREG_UP	GSE15659_RESTING_VS_ACTIVATED_TREG_UP		113	0.4484685	0.9078215	0.795	1.0	1.0	2763	tags=19%, list=20%, signal=23%	
ALONSO_METASTASIS_EMT_UP	ALONSO_METASTASIS_EMT_UP		27	0.46167946	0.9070372	0.7096115	1.0	1.0	2543	tags=19%, list=19%, signal=23%	
SWEET_KRAS_TARGETS_UP	SWEET_KRAS_TARGETS_UP		52	0.44395724	0.9030486	0.7477477	1.0	1.0	2866	tags=21%, list=21%, signal=27%	
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP		204	0.4422075	0.9016928	0.882	1.0	1.0	2578	tags=17%, list=19%, signal=20%	
FORTSCHEGGER_PHF8_TARGETS_DN	FORTSCHEGGER_PHF8_TARGETS_DN		542	0.4367235	0.8976937	0.977	1.0	1.0	2599	tags=18%, list=19%, signal=21%	
