NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_DN	GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_DN	Details ...	105	0.205851	1.1452385	0.1641791	0.6888753	0.999	1240	tags=20%, list=9%, signal=22%	
HP_NEPHROPATHY	HP_NEPHROPATHY		72	0.22441754	1.144637	0.17582418	0.6584675	0.999	975	tags=17%, list=7%, signal=18%	
HP_RESTRICTIVE_VENTILATORY_DEFECT	HP_RESTRICTIVE_VENTILATORY_DEFECT		30	0.2669241	1.1296939	0.2228261	0.68261683	0.999	1697	tags=23%, list=12%, signal=27%	
BILD_E2F3_ONCOGENIC_SIGNATURE	BILD_E2F3_ONCOGENIC_SIGNATURE		160	0.18097576	1.1251096	0.083333336	0.6699473	0.999	1963	tags=24%, list=14%, signal=27%	
HP_ROD_CONE_DYSTROPHY	HP_ROD_CONE_DYSTROPHY		110	0.19834296	1.1117266	0.18867925	0.6906193	1.0	1905	tags=20%, list=14%, signal=23%	
GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP		93	0.20743763	1.1076707	0.275	0.67779917	1.0	1975	tags=26%, list=14%, signal=30%	
GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_UP		74	0.21417207	1.0981193	0.27272728	0.68484616	1.0	490	tags=9%, list=4%, signal=10%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN		121	0.18982786	1.0719846	0.26923078	0.75822705	1.0	1323	tags=17%, list=10%, signal=18%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN		129	0.18689857	1.0719801	0.2881356	0.73114747	1.0	1751	tags=22%, list=13%, signal=26%	
GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_DN	GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_DN		137	0.19003843	1.0519696	0.3846154	0.78246546	1.0	986	tags=14%, list=7%, signal=15%	
GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP	GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP		123	0.17967117	1.0446795	0.33846155	0.7833882	1.0	945	tags=11%, list=7%, signal=12%	
ZHAN_MULTIPLE_MYELOMA_MF_DN	ZHAN_MULTIPLE_MYELOMA_MF_DN		24	0.24928893	1.0277812	0.43157893	0.8234849	1.0	400	tags=8%, list=3%, signal=9%	
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP		63	0.19694957	1.0192281	0.42016807	0.8314413	1.0	1698	tags=19%, list=12%, signal=22%	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN		36	0.22427684	0.9996119	0.4124294	0.8806554	1.0	1382	tags=19%, list=10%, signal=22%	
HP_JUVENILE_ONSET	HP_JUVENILE_ONSET		65	0.19079565	0.97752756	0.45762712	0.9431758	1.0	1576	tags=18%, list=12%, signal=21%	
WP_ATM_SIGNALING_NETWORK_IN_DEVELOPMENT_AND_DISEASE	WP_ATM_SIGNALING_NETWORK_IN_DEVELOPMENT_AND_DISEASE		22	0.2514349	0.97550493	0.465	0.92380875	1.0	1710	tags=27%, list=12%, signal=31%	
HP_ADULT_ONSET	HP_ADULT_ONSET		97	0.17054266	0.94082874	0.64788735	1.0	1.0	826	tags=11%, list=6%, signal=12%	
GSE15659_TREG_VS_TCONV_DN	GSE15659_TREG_VS_TCONV_DN		109	0.16427259	0.92375517	0.70689654	1.0	1.0	799	tags=10%, list=6%, signal=11%	
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN		41	0.20081432	0.92186517	0.5802469	1.0	1.0	2412	tags=34%, list=18%, signal=41%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN		101	0.16115129	0.9138639	0.72131145	1.0	1.0	1914	tags=21%, list=14%, signal=24%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN		130	0.1581879	0.9121398	0.78125	1.0	1.0	1751	tags=19%, list=13%, signal=22%	
ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	ANDERSEN_CHOLANGIOCARCINOMA_CLASS2		124	0.16725372	0.90975904	0.5714286	1.0	1.0	1493	tags=17%, list=11%, signal=19%	
GSE15659_TREG_VS_TCONV_UP	GSE15659_TREG_VS_TCONV_UP		114	0.15892373	0.8951375	0.7254902	1.0	1.0	1255	tags=13%, list=9%, signal=14%	
BILD_SRC_ONCOGENIC_SIGNATURE	BILD_SRC_ONCOGENIC_SIGNATURE		23	0.2247495	0.8908952	0.62702703	1.0	1.0	10622	tags=100%, list=78%, signal=445%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP		111	0.15232067	0.86235875	0.7631579	1.0	1.0	1703	tags=15%, list=12%, signal=17%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP		304	0.12863325	0.8575379	0.9	1.0	1.0	1171	tags=12%, list=9%, signal=13%	
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	HUTTMANN_B_CLL_POOR_SURVIVAL_DN		28	0.20364404	0.8534428	0.72432435	1.0	1.0	2218	tags=32%, list=16%, signal=38%	
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP		47	0.16956894	0.83532196	0.80864197	1.0	1.0	1428	tags=17%, list=10%, signal=19%	
SU_TESTIS	SU_TESTIS		47	0.1756595	0.8315898	0.7642276	1.0	1.0	1771	tags=26%, list=13%, signal=29%	
HP_CHILDHOOD_ONSET	HP_CHILDHOOD_ONSET		29	0.20004247	0.8279328	0.74594593	1.0	1.0	122	tags=7%, list=1%, signal=7%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN		117	0.14557509	0.8241595	0.91935486	1.0	1.0	1661	tags=18%, list=12%, signal=20%	
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE		17	0.2237006	0.8054299	0.72246695	1.0	1.0	10635	tags=100%, list=78%, signal=447%	
ZHAN_MULTIPLE_MYELOMA_LB_UP	ZHAN_MULTIPLE_MYELOMA_LB_UP		25	0.19850405	0.8043336	0.76616913	1.0	1.0	254	tags=8%, list=2%, signal=8%	
CAMPS_COLON_CANCER_COPY_NUMBER_UP	CAMPS_COLON_CANCER_COPY_NUMBER_UP		68	0.14852005	0.7805971	0.9230769	1.0	1.0	1767	tags=21%, list=13%, signal=24%	
GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP		77	0.14548957	0.76717806	0.959596	1.0	1.0	1587	tags=17%, list=12%, signal=19%	
HP_OSTEOPOROSIS	HP_OSTEOPOROSIS		164	0.1274336	0.76285875	1.0	1.0	1.0	880	tags=9%, list=6%, signal=10%	
GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP		110	0.12819049	0.74383503	0.89855075	1.0	1.0	1608	tags=15%, list=12%, signal=17%	
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP	GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP		19	0.20172551	0.74266046	0.8666667	1.0	1.0	10936	tags=100%, list=80%, signal=496%	
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP		65	0.14553231	0.7395744	0.9622642	0.99991584	1.0	1162	tags=12%, list=8%, signal=13%	
HP_STAGE_5_CHRONIC_KIDNEY_DISEASE	HP_STAGE_5_CHRONIC_KIDNEY_DISEASE		34	0.17227426	0.7361314	0.8933333	0.98695165	1.0	2707	tags=35%, list=20%, signal=44%	
ZHAN_MULTIPLE_MYELOMA_CD1_DN	ZHAN_MULTIPLE_MYELOMA_CD1_DN		33	0.16136958	0.73293006	0.9261364	0.97386485	1.0	1935	tags=21%, list=14%, signal=25%	
HP_NEONATAL_ONSET	HP_NEONATAL_ONSET		24	0.17834362	0.72456235	0.8923077	0.96473145	1.0	1147	tags=17%, list=8%, signal=18%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP		111	0.1132084	0.65281343	1.0	0.99837613	1.0	2107	tags=21%, list=15%, signal=24%	
ZHAN_MULTIPLE_MYELOMA_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD2_UP		25	0.15263966	0.613962	0.9677419	0.9987061	1.0	1299	tags=12%, list=9%, signal=13%	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG		16	0.15043873	0.5197075	0.99545455	0.9974023	1.0	11637	tags=100%, list=85%, signal=664%	
HP_CLINICAL_COURSE	HP_CLINICAL_COURSE		884	0.18596055	---	---	1.0	0.0	1311	tags=15%, list=10%, signal=15%	
HP_ONSET	HP_ONSET		639	0.18574727	---	---	1.0	0.0	1363	tags=16%, list=10%, signal=17%	
HP_CONSTITUTIONAL_SYMPTOM	HP_CONSTITUTIONAL_SYMPTOM		577	0.19107285	---	---	1.0	0.0	1552	tags=17%, list=11%, signal=19%	
