id,monomer
4rgu,False
5o99,False
3dl3,False
3efy,False
3oii,False
4rhj,False
2c5r,False
5edj,True
3qtm,False
3gyg,False
3lid,False
6g1h,True
6a4w,False
3by8,True
4fzl,False
3u3l,True
1zn6,True
2atz,True
1j8e,True
1mpg,False
2hal,False
5j71,True
4wfw,True
5ufk,True
1vr8,True
1s2w,True
3ft1,False
5bxr,False
1xrk,False
2zu0,False
5j1s,False
3sqg,False
3ub1,False
4huq,False
6fjv,True
4xng,False
2ffs,False
1nko,True
4y5j,True
1ni5,True
6fu9,False
3iqu,False
3gxh,False
5ckl,True
2qib,False
2vbk,True
5u5o,True
5cnw,True
5ok6,False
3bf7,False
1s9u,True
4p79,True
1q33,True
4p09,True
1bxy,False
2qlw,False
6ceq,False
3pf7,False
3see,True
5u9l,False
4ycb,False
3pmo,True
5uxx,False
5fvd,False
6qix,False
1y5h,False
5w3x,False
4zbh,True
2ds5,False
3gae,False
5fyp,False
5hon,False
1q3i,True
2zyr,False
4yx1,False
5b0o,False
3hnm,False
5l1a,True
3lwc,True
3ef8,False
3h2b,False
2iaz,False
5ako,False
2go8,True
6qlh,True
2vfo,True
3vwa,False
5bxg,True
1fye,True
6c4v,True
5wm2,True
2o98,False
1vpr,True
3cla,True
3n01,False
3hx3,True
2pfi,False
2xt2,False
5kza,True
1mw5,False
4hy4,False
4fzs,False
3x3y,False
3dff,True
3sfv,False
3soy,True
5x9l,True
4iik,True
6k5l,False
1y9l,True
5ue1,False
4n6q,True
6om4,False
1sra,True
4zdf,False
2gll,False
3mk4,False
4zr8,False
3bxv,True
5hob,False
2etb,True
2hx1,False
5d2k,False
4g3v,False
4kt6,False
5oem,True
2g3w,False
4r8h,False
2qzb,False
3s5b,False
2z3x,False
5hop,False
5bp8,True
3d2l,False
5bmq,True
2wy4,True
6q6j,False
1yt3,True
4zh5,False
4mb0,False
1jfb,True
2hra,False
5fu5,True
6flk,False
6qlv,False
5szh,False
3abi,False
2i5v,True
5h4s,True
2fba,True
2ojh,True
2g0d,True
3rls,False
2p39,False
1xzp,False
3mcp,True
3dml,True
3cg6,False
6oe9,True
6d0t,False
2ogg,True
2ymm,False
1hlb,True
2v2f,False
4d0e,False
1rep,False
1c1d,False
2rde,False
5bjx,False
2hkl,False
3wt0,False
2elc,False
4f0w,True
5wm1,False
5k4b,False
5vch,False
2ykt,False
5maw,False
1evl,False
3u4g,True
3bkh,True
4pws,True
2cme,False
2q88,True
2bs2,False
5mk9,False
4v4m,False
1x3l,True
3kjh,True
4g6i,False
1gkm,True
2p4z,False
3goz,True
3vfz,False
4q8g,False
2vgn,False
3m2p,False
6ovi,False
3a1g,False
5vrv,False
5zr6,False
2f2h,False
4hji,False
5mv0,False
2b97,False
4r9p,True
1vqo,False
5x5m,False
3lpe,False
5hhe,False
4z7x,False
1nh2,False
5lnn,True
5mpt,True
3mvu,True
3v4y,False
3fbg,False
3piv,False
1ylm,False
4ezg,False
5fs8,True
4lg8,True
4kqt,True
5f7r,False
3biy,True
6hcp,False
6n4l,True
5qoq,True
2r6z,False
4mda,True
4dmg,False
2g1u,True
2g0w,False
5xjg,False
4jx0,False
3pms,True
5t46,False
6ndt,True
5yrq,False
3cl6,False
6r56,False
2iid,False
3wkg,False
1wvf,True
3v3l,False
2dpm,True
1o6d,True
6mng,False
6n7o,False
4s1b,False
1hm9,False
4kfu,False
3cyp,False
5w53,False
4lld,False
6hs0,False
6fcv,False
3vp9,False
4axv,True
2gwm,True
1yi9,True
3chj,True
4bgp,True
4rei,True
2xgv,True
5toh,False
6ofo,False
1xip,True
4nv4,False
5xln,False
2cws,True
4cng,False
2pkd,False
1ka8,False
1vh5,False
5ysi,True
6ewl,True
3lk2,False
1nh1,True
3rri,False
3ren,False
6fdl,False
1vke,False
5b7h,False
6njd,False
3kff,True
5wjp,True
6h0c,True
5ezm,True
6hce,True
4iaj,False
5ctv,False
6gks,True
5e4e,False
2w8m,False
5ewy,True
1z5y,False
1qd6,False
1f0k,False
3sdb,True
4nzr,False
6o3x,False
2ehz,True
4wfo,True
3hro,True
2xfv,False
4y7u,True
2idl,False
4il7,True
5i2c,False
3kkz,False
2auw,False
4zkj,False
1jey,False
5v4t,False
3koj,False
4mzy,True
3x38,False
2xmo,False
3e7k,False
1jcd,False
4kp3,False
4ynl,False
6ihk,False
1nqk,True
5t6j,False
5mx2,False
4nf1,False
6f45,False
1o98,True
5azw,False
5wb5,False
3fcn,True
4wat,True
6dt7,False
2o9s,True
3zvk,False
6n6z,False
3cis,False
6jkv,False
5uni,False
3vqj,True
4i96,True
3mjf,True
4x2p,True
1r44,False
4gvq,False
3zf8,True
1wdc,False
3cp0,True
2p9x,False
1yhn,False
3m6j,False
6eqt,False
2i2o,False
5lb7,False
3qzx,True
3s5r,False
3zmd,False
2f5j,False
3dxl,True
2zd7,False
6d55,False
3g2b,True
4ntq,False
1usm,True
4ycs,False
6fjl,False
1sei,False
3lm6,False
1y60,False
3qw9,False
1rtt,True
2b0t,True
1cwv,True
2rbb,False
3ejv,True
3v1v,True
1lua,False
2w1r,True
4n03,True
6ojm,False
4dqz,False
6cb2,True
3n6t,True
3knz,False
5ly0,False
2y53,False
1kol,False
3hn5,False
4uu3,False
4jox,True
2ymk,False
6agz,False
1byf,False
3orj,True
2q0x,False
2q4m,True
1lpb,False
6itw,True
6n87,False
3q6b,True
3c5v,True
5w2i,True
4qam,False
3do8,False
3r87,True
3g36,False
6bsy,False
1uz3,False
4jhn,False
2guf,True
3u07,False
5uvd,True
5oe3,False
5hrb,False
3gnl,False
2xjp,True
2r9q,False
5yi6,False
2ovs,False
4kcf,True
1oh2,False
1qqe,True
2vha,False
1mj5,True
3uce,False
1xnf,False
3b0g,True
2q07,True
4qbo,True
4i2z,False
6hs4,False
5aea,False
6pi9,True
6e0i,True
1p3d,False
6dsi,True
5oet,False
3kmi,False
6hip,False
6brp,False
3c0w,False
6jyx,False
3edf,False
5ouo,True
2rih,False
5yce,True
6ow4,False
2uv4,True
5fvk,False
6ao7,True
3k6g,False
1jid,False
4u3v,True
4xa9,False
3sb4,False
4dov,False
3e7r,True
3fcg,False
4xhc,False
5d4n,False
5g2u,True
5kkp,True
6o65,False
4zx2,True
3c9u,False
5fg0,False
3c4r,False
3ieg,False
6fiy,False
4npd,True
2izw,False
3rsn,True
4lr4,False
1ef1,False
1t6l,True
6e6a,False
4zkd,True
6i8y,True
4mco,False
1m4i,False
4jn7,True
4xfm,True
2xts,False
3i10,True
3f1l,False
1txg,False
2x6r,False
4xo1,True
1dvk,False
6fsf,True
2fcw,False
6ahy,False
3eur,True
3hwu,True
6e4v,True
2chg,False
4nuu,False
2d48,True
1kzf,True
3g2m,False
3urr,False
1njr,True
4xkz,True
4xe7,True
1hlv,False
6h9n,False
1sbx,True
5ex8,True
3pij,False
2wlr,True
3m73,True
6ije,False
1wt6,False
5mj3,False
4z8e,False
1kcm,True
1kwf,False
2ii1,False
4yap,True
1lml,True
4nbx,False
5ymx,False
5csr,False
2gd5,False
3mfb,False
3ry3,False
3q9d,False
6efw,True
2v1q,False
5vtm,False
3qnm,True
5fpw,False
5v1y,False
3al9,False
3gqv,True
5faf,True
4xoh,False
1jw9,False
3v0d,False
2dy1,True
4a3z,True
5ky5,False
1szh,False
1ewf,True
2ofk,False
2yv4,True
6qe7,False
3c0t,False
1ygt,True
4fxw,False
4x8w,False
2z26,False
2a67,False
5hj1,True
3zzo,True
5z6d,False
3k7i,True
8abp,True
3p01,False
4jhd,False
4bwq,False
2cjj,True
4mxn,False
3h8v,False
3zn4,True
2qea,False
6n73,False
6nib,True
2w42,False
6o7m,False
1e6u,True
5fyd,False
3gv0,True
3npg,False
6mos,True
2x3m,True
5f07,True
6fjw,True
5c5g,True
5c2m,True
1cyw,True
6ncp,False
5nwp,False
6i2m,False
6j4k,False
5f2h,False
5i90,False
4o3v,False
3bdu,False
6ogh,True
4q86,False
4rp9,True
6sid,True
1ufo,False
5w60,True
1yk3,False
4ypn,True
1yf3,False
5zb2,False
5jk0,False
5olu,True
3di5,True
5wyg,False
4fb2,False
4y0f,False
2dg6,True
4b4y,True
4gj4,False
3ll3,False
1zce,True
4fnv,True
2o7t,True
1gml,False
3wi3,False
3mnm,False
4fbj,False
1s98,False
4p02,False
6op8,False
3f0h,True
3q2i,True
3g8k,False
3iht,False
2ffg,False
3jtx,False
4ern,True
5le5,False
3mxz,True
3nkl,False
6o38,False
3s8s,True
6cpb,False
3gjy,True
6hqz,False
3h9w,True
3kt7,True
2wlv,False
2xub,True
1mn8,False
3qqz,True
3mzb,False
2wfi,True
3iu0,True
3hr0,False
3ix3,False
2yf2,False
1vk9,True
3fay,True
2f4i,False
6dc4,False
3ngw,True
3cne,False
4zpc,True
1r4x,True
3iey,False
3gcg,False
5irc,False
2gag,False
3mhs,False
5i1u,False
3rkg,True
4s39,True
3gmi,True
6iap,False
3r0a,False
5ls4,True
4qgo,False
6au8,False
6dfl,False
6ei6,False
3eqx,False
3bcy,True
5hml,False
4ad9,False
5jjx,True
1jmk,False
4hcj,True
3k8p,False
6nvl,False
5o5s,True
3r2q,True
3tai,False
2zfn,True
3qwu,False
6gso,False
3lqn,True
6fth,True
3abh,False
5fa1,False
2ibl,True
4nl9,False
4acv,False
6cb7,True
2ozh,True
5kar,False
3tc8,False
1g60,False
2cio,False
3b6h,False
5ep6,False
3onj,True
2yna,False
6n6b,False
4mnu,False
3gx8,True
4lyp,False
4h83,False
3nzt,True
3s1s,True
5e56,True
3tqq,True
4j5t,False
5an6,False
4kru,True
3w07,True
3npi,False
6mrk,False
5cd2,True
5wql,False
4j3v,False
6qvp,False
3ceu,False
1u0j,True
5e0y,True
6h5w,False
5vi4,False
3fdh,True
5bu3,False
3dty,False
4bwr,True
2vx8,False
3uw3,False
6chx,False
3t9w,True
5it3,False
6exx,True
5l4l,True
4lo6,False
4da2,False
3d2u,False
4qrn,False
3cpk,True
3ufb,True
6e28,False
5eqw,False
3tu8,True
3e8m,False
3ftd,True
3rh0,False
3w7t,False
3h36,True
3nym,False
3q7r,False
6bs8,False
5afo,False
4q51,False
3tjm,True
1vly,True
3mcx,True
4rlz,False
6h7t,False
4o00,False
5wwo,False
5ue0,True
1uuy,True
3grh,True
5vli,False
5jnp,False
3erm,False
2h1t,False
5xhx,False
2bwr,False
5fno,False
5g38,True
6hei,False
4d7e,False
5gwn,True
3qdp,True
2jd3,False
6myw,False
2puz,False
2hqx,False
4otp,True
3qq2,False
5vht,False
6d42,False
4jj0,False
4b4c,True
4c4a,True
4pxe,False
1col,False
1nzj,True
6ekr,True
4noa,True
6f8a,False
4uxu,False
3cov,False
1dc1,False
4boq,True
3nvs,True
5td6,False
6g8y,True
3s5q,True
4y0h,False
2e4m,False
4k6n,True
4gmo,True
2por,True
4ijn,False
3ajv,False
5cag,True
4cic,False
3iqt,True
3fok,False
6aii,True
1wol,True
6jy5,False
4pdx,False
6fho,True
5sy8,False
6iw6,False
2nlr,False
3by9,False
3vv1,False
6dla,False
4eqs,False
3vc8,False
6np6,False
4rs8,False
4g0x,True
3b4q,False
2xyi,False
5opq,False
3lzk,False
4zkq,False
3fpp,False
5evh,True
2o0j,True
3pve,False
4r81,False
5zol,False
5doi,False
3cw2,False
2yyy,False
3zds,False
6ioj,True
6ilu,False
1wl8,True
4h3k,False
2a6z,True
3nbm,True
4oq9,False
6jld,False
3e0h,True
5fav,False
5o33,False
1ryo,True
3wdc,False
3njc,False
5sv0,False
2p0o,True
2b9e,True
5h5f,True
3it4,False
6qfi,False
4g3o,True
6emy,False
6og4,False
6exf,False
2i74,False
3pf2,True
6md3,False
2xij,True
3sjm,False
6dcs,False
5lu5,False
3vgl,True
5jh5,False
4iiw,False
4a15,False
4djg,False
2iz6,False
2qww,False
5d88,True
3nkh,False
3buu,False
4pt7,False
4ymu,False
5ohq,True
6nov,False
5xp0,False
3h1n,False
5inr,False
4js1,False
2ca6,False
6etl,True
3bv6,False
6mo6,False
2jbw,False
3bwh,False
1rsg,False
5xjl,False
6r1j,False
3uau,False
2va0,False
5xyv,False
1zbo,False
3k69,True
4lb8,True
2px0,False
6hs5,True
2wjn,False
6d92,False
3b59,False
4myp,False
6o43,True
2vf7,False
1v0w,True
5b2p,False
1k8u,True
5ljx,False
2wyh,False
6rmk,True
5cx6,False
3ibw,False
2xom,False
6gie,True
3ohg,True
4plz,True
4b0z,False
6n6j,False
1k1x,False
1tg0,True
6m7z,False
1d2t,True
4l9a,False
5mzn,True
1sjy,True
4ri5,False
5epw,False
4ic9,True
2fgt,True
3oiz,True
4r2x,False
2fh5,False
1ydx,True
1zym,False
2dyj,False
1p9g,True
5uwc,False
4wcj,True
4cd8,True
3ca8,False
1yar,False
3zja,True
3ezi,False
6isa,True
3hsa,False
3bja,True
4f7g,False
2ppq,True
1pyo,False
3crr,True
3cqx,False
2p58,False
2nml,True
4qi3,False
2w3g,False
5xdz,False
5v2o,False
2i9x,False
2wjr,True
5dec,False
2cxc,True
6e57,False
4eu0,True
3o7b,True
5eft,False
1ye8,True
4xrm,False
3aih,False
4xmr,False
2id0,False
5g3y,True
2r3s,False
6j38,False
6e5y,True
2f4n,False
3nvo,False
6hr2,False
3ow8,False
6fxq,False
1i58,False
3vg8,False
3kzh,False
6cbr,False
2vzy,False
4ezi,True
3lfj,False
3o2t,True
4m5e,True
6f4j,False
4tve,True
2znl,False
3d6z,False
1po5,True
4uzz,False
3f5h,False
1aol,True
4ysl,False
3hj7,True
5cwg,True
3v4k,False
5m2y,False
4zgf,True
4ole,False
5wx1,True
4n4u,False
3k6j,True
2rkk,False
5mfo,False
3e4v,False
1cid,True
4mj7,False
4za6,False
2ek0,False
6gdx,False
3efz,False
3rjv,True
6mag,False
4auo,False
1mrz,False
6pfn,False
3nft,True
3sqz,True
1mww,False
1gxy,False
1yq5,False
4aik,False
3ont,True
4adz,False
4fhg,True
1flt,False
5m9b,True
4yxp,False
2oez,False
3s30,False
2wp7,True
3gw4,False
2rkh,True
1n26,False
2oux,False
1izc,True
6blk,False
3u7z,False
6g25,True
1fd3,False
3rx9,True
5j1k,True
2waw,True
5ukh,True
1vk1,True
3kkc,False
3bn0,True
1q77,False
3ils,True
3ly7,True
1es5,True
3qft,True
4usr,True
4ae7,True
5i3e,False
1t07,True
3wvt,True
2dla,False
6oaf,True
5cfj,True
3m3p,True
6eqe,True
1h8p,False
4mxt,True
3rx6,True
6a2a,False
4id2,False
3fd4,False
4u5w,False
3zdb,False
2r6j,False
3n2o,False
1tq5,True
1m93,False
4hz9,False
1wlu,True
3lcc,True
4jp6,True
5nji,True
2zu9,False
4uj7,True
3vop,False
3hhw,False
3dwo,True
1quu,True
6h9u,False
2gnx,True
6h40,True
4xxi,False
5cot,True
3tu3,False
5cem,True
4rvq,True
1q74,False
5gv8,True
3k7c,False
5m8c,False
4ude,False
6hx1,True
2od4,False
5i9e,False
2x46,True
3c8i,False
3ius,False
3alr,False
3was,False
3rht,False
2igp,True
1bja,False
6dlm,False
3igh,True
2eaq,True
3dtd,False
1bx7,True
1igq,False
5ed7,True
5omv,False
3c8l,False
6otc,False
3t6o,False
5czf,False
3k0z,False
6od3,False
4r52,True
1dp5,False
3dao,False
4kf8,False
5m2o,False
6c7y,False
5fis,False
5ul9,False
5bs1,False
4kqi,True
4zwq,False
5xef,True
1gyx,False
2qr4,False
3ov9,False
4xuu,False
4o6k,False
1ms9,False
3qs2,False
3w3w,False
4aiv,True
2i00,False
5veg,False
3tj1,False
4nn1,True
4ix7,False
6gka,True
2fm9,True
5d7u,False
3mr0,False
4rfl,False
2xev,False
6g9x,False
6fhg,False
4xnh,False
3zjx,False
5d66,False
6mt7,False
5lwa,False
6itg,False
4zv0,False
1sum,True
3tjz,False
1i7d,False
2w1j,False
6g1p,False
5u0i,False
5y69,False
4mjk,False
1n7k,False
6a15,True
4yv9,False
5z2h,False
2hb0,False
3v62,False
3m03,False
2zay,False
1qqr,False
2agk,True
2iqi,False
4iuw,True
2c92,False
5d18,True
2py5,False
3itw,False
2h9a,False
1lj2,False
3clo,False
5xlm,False
3ujc,True
3cnu,True
2fct,False
6idp,True
3kxr,True
1sx5,False
4rt6,False
2x5y,True
3cjj,True
2e8v,False
4apo,False
6q6n,False
3g7n,False
3hlu,False
5bw0,False
1gcq,False
3qp4,True
5xdh,False
3cwn,False
6bl7,False
5j4i,False
4w8h,False
2gf4,False
4jf8,True
4g08,True
5ijh,False
2h1v,True
4kq7,False
3ckc,False
6gny,False
2x34,False
6h57,True
3sz3,True
2yby,True
1w33,False
1urq,False
2j8a,True
4bz4,False
3fed,False
6gu1,False
1zee,False
1azo,True
5nm4,True
5owo,False
4n9g,False
1sfx,False
1he1,False
1bg1,False
1y7p,False
1s7z,True
4l0k,False
2dql,False
4ljo,False
4rg1,False
2fma,True
3hty,False
2wtg,True
2nr7,True
6g3t,False
4lda,False
2hue,False
5ctt,False
5w7l,False
4ph7,False
3iag,False
3cs1,True
5k8c,True
2dsk,False
6e08,True
3fgx,False
3obe,False
4egw,False
3tvj,False
5ctd,False
2pgc,False
2wfw,False
2gt1,False
6i9a,False
4r4x,True
5j4a,False
2vsg,False
5d6e,True
2xwv,True
1yrk,False
3d8u,False
3kdq,False
3amr,True
4d6k,False
3l49,False
2rem,False
5h6x,False
6ekb,True
5o63,False
5abs,True
3cit,False
3mse,True
4l0r,False
4p5p,True
5o1l,False
4p7c,False
3ghj,True
1y02,True
1eer,False
6a7k,False
6hxe,True
3lxq,False
3m5q,False
3m66,True
2z0x,True
2iaf,True
6n75,False
1sdo,True
6iah,True
5zmo,False
2f8l,True
3dnx,True
3k2n,False
3kew,False
1xhn,False
6q56,False
4j7h,False
5odq,False
1ooe,False
1y8x,False
2xsk,True
6nqj,False
2b7u,True
5hwh,True
6fg8,False
1xmx,True
3hc7,True
3u88,False
1ei7,False
1h21,False
2ioj,False
2ykf,True
1uj8,True
4o8v,False
3lhn,False
5umr,True
3n91,True
5u7a,False
3pg6,False
6fbm,False
6bws,False
2yjl,False
4el6,True
2fcl,True
2bvf,False
4wt5,False
5by5,True
3mpk,True
5txe,False
4bhr,False
5j8y,False
2qdj,True
2ymv,True
5nx8,False
4uc1,False
3cuq,False
3lgd,False
5dtc,False
2aja,False
3ku3,False
2qgy,False
1ois,True
4r4g,True
4mpt,False
1byi,True
3zid,False
1tz0,False
3blz,False
6gqd,True
2yzs,False
1wzd,False
3p0k,True
5hjf,False
3lua,True
3k9t,True
4noh,False
6pgm,False
4xcb,False
5lxf,False
2i9i,True
3of4,False
4zuy,False
2iu5,False
5dbr,False
5dn7,True
4bx8,False
3g21,True
3ij6,False
3ady,True
4e0q,False
1xo5,False
4zsi,False
5kdo,False
2c2j,True
3uqc,False
2qe9,False
1a0i,True
3dhu,False
2p0n,False
1x3k,True
5i6r,True
2psb,True
1ik9,False
4mh6,True
3s2j,True
5dwa,False
4hwm,True
5f29,False
2w2g,False
5y58,False
5mjr,True
5ddw,False
4jht,True
4m8o,False
1nmo,False
1v18,False
5ere,True
6gut,False
4nb5,False
3wdn,True
3w1o,False
2x3j,False
2a5h,False
5ng9,True
4owt,False
4o6u,True
6bt1,True
1ci4,False
3s25,True
5tle,False
3giw,True
4yx7,False
6h9l,False
5ctm,False
2gdq,False
5c1t,False
1chd,True
3gi7,False
1ji0,True
5bup,True
5y0t,False
2xgr,True
5b3d,False
1e58,True
5jwo,False
5t51,False
3jxo,False
1n2d,False
3t7a,True
2ixm,True
4rfx,False
3va4,False
2ovi,False
4wt3,True
4tt0,False
1ju2,False
3ayh,False
6qyi,False
6gi4,True
6gs6,True
2fi1,True
4job,True
2ebe,False
4wpg,True
3whj,True
2yhc,True
5f7v,False
5zgn,False
3kyz,True
4cll,True
6b9x,False
6e12,False
4ky9,False
2oyo,False
3iv0,True
3e57,False
1z2n,True
4fgm,True
2doq,False
1jyk,True
1jdw,True
5uqj,True
3bf5,False
3s84,False
3mdu,True
3gve,False
6i9k,True
3ll7,True
2wbf,True
5a9c,True
1kwg,True
5v5h,False
1ze3,False
5lj8,False
4lws,False
3k2z,False
1rut,True
4zhw,True
3zed,False
4r7k,False
5vfy,False
6e94,False
5eck,False
3fzq,False
3l9a,True
4xhf,False
3hdx,True
5olp,False
5w83,False
1uoy,True
2aeu,True
6bea,True
3brj,False
1j98,True
2w91,True
6ixo,True
4y97,False
4kv2,False
2hr2,False
6g96,False
3wit,True
5xgu,False
3ndc,False
6dm4,False
5uh7,False
2nwh,True
2yfa,False
5v1v,False
