NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN		130	-0.32304358	-1.8440499	0.0	0.014383791	0.23	5757	tags=64%, list=42%, signal=109%	
HP_SPORADIC	HP_SPORADIC		59	-0.3746761	-1.8431798	0.0012870013	0.01394131	0.234	5430	tags=61%, list=40%, signal=101%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		36	-0.42482078	-1.8296208	0.0013333333	0.015375607	0.265	3878	tags=56%, list=28%, signal=77%	
FAELT_B_CLL_WITH_VH3_21_UP	FAELT_B_CLL_WITH_VH3_21_UP		27	-0.46553826	-1.8279082	0.0	0.015314879	0.272	5062	tags=70%, list=37%, signal=111%	
CHANDRAN_METASTASIS_UP	CHANDRAN_METASTASIS_UP		117	-0.32200813	-1.8097007	0.0	0.018636687	0.332	7369	tags=78%, list=54%, signal=167%	
SU_TESTIS	SU_TESTIS		47	-0.39015552	-1.8055681	0.0013333333	0.018551666	0.337	7421	tags=83%, list=54%, signal=180%	
ANDERSEN_LIVER_CANCER_KRT19_UP	ANDERSEN_LIVER_CANCER_KRT19_UP		33	-0.4257546	-1.7966856	0.0040431265	0.019899998	0.369	7424	tags=91%, list=54%, signal=198%	
BIOCARTA_MCALPAIN_PATHWAY	BIOCARTA_MCALPAIN_PATHWAY		16	-0.5268167	-1.7936245	0.00443787	0.019731702	0.377	5160	tags=88%, list=38%, signal=140%	
VANTVEER_BREAST_CANCER_POOR_PROGNOSIS	VANTVEER_BREAST_CANCER_POOR_PROGNOSIS		34	-0.41408932	-1.7760863	0.0013586957	0.022169922	0.423	4587	tags=59%, list=33%, signal=88%	
BILD_SRC_ONCOGENIC_SIGNATURE	BILD_SRC_ONCOGENIC_SIGNATURE		23	-0.46865267	-1.7755108	0.0055478504	0.021548064	0.425	4465	tags=61%, list=33%, signal=90%	
REACTOME_INFECTIOUS_DISEASE	REACTOME_INFECTIOUS_DISEASE		647	-0.25637937	-1.7729445	0.0	0.021538714	0.432	3927	tags=36%, list=29%, signal=48%	
OSMAN_BLADDER_CANCER_UP	OSMAN_BLADDER_CANCER_UP		264	-0.2784835	-1.7671355	0.0	0.021922622	0.447	6086	tags=59%, list=44%, signal=104%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_UP		149	-0.29985172	-1.7636472	0.0023837902	0.02182377	0.457	5810	tags=57%, list=42%, signal=98%	
ZHAN_MULTIPLE_MYELOMA_UP	ZHAN_MULTIPLE_MYELOMA_UP		38	-0.39806262	-1.7433306	0.005457026	0.025743138	0.516	2938	tags=45%, list=21%, signal=57%	
WONG_PROTEASOME_GENE_MODULE	WONG_PROTEASOME_GENE_MODULE		41	-0.39741117	-1.7404689	0.0	0.026110938	0.528	6373	tags=73%, list=47%, signal=136%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN		124	-0.30460504	-1.7382401	0.0	0.026007723	0.537	5879	tags=59%, list=43%, signal=102%	
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN	LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN		522	-0.25625238	-1.7371672	0.0	0.025528878	0.539	5940	tags=57%, list=43%, signal=96%	
CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS	CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS		33	-0.4149769	-1.7318665	0.006821282	0.026216716	0.561	6315	tags=73%, list=46%, signal=135%	
OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP	OISHI_CHOLANGIOMA_STEM_CELL_LIKE_UP		249	-0.2760527	-1.7291663	0.0011337869	0.026316848	0.568	4872	tags=49%, list=36%, signal=75%	
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS		20	-0.47420046	-1.7222341	0.018813314	0.027497428	0.595	2288	tags=40%, list=17%, signal=48%	
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP	BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP		234	-0.2723569	-1.7055628	0.0	0.030944355	0.639	6366	tags=58%, list=46%, signal=107%	
OSMAN_BLADDER_CANCER_DN	OSMAN_BLADDER_CANCER_DN		264	-0.2671461	-1.6926881	0.0	0.033951387	0.683	4766	tags=48%, list=35%, signal=73%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_UP		128	-0.29614225	-1.6870625	0.0	0.034823176	0.702	6761	tags=73%, list=49%, signal=142%	
GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP	GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP		106	-0.30709404	-1.6866198	0.0049566296	0.03413739	0.703	6005	tags=65%, list=44%, signal=115%	
GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN	GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN		125	-0.2964421	-1.6864823	0.0036585366	0.03343013	0.704	4048	tags=44%, list=30%, signal=62%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP		148	-0.2858962	-1.6730987	0.0037128713	0.03725738	0.755	4130	tags=45%, list=30%, signal=63%	
WP_ALZHEIMERS_DISEASE	WP_ALZHEIMERS_DISEASE		50	-0.36318713	-1.6650581	0.010723861	0.039855696	0.787	3669	tags=52%, list=27%, signal=71%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN		128	-0.2953222	-1.66371	0.0024301338	0.0393915	0.789	7215	tags=66%, list=53%, signal=137%	
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	HUTTMANN_B_CLL_POOR_SURVIVAL_DN		28	-0.4150964	-1.6527303	0.012295082	0.042350624	0.822	6062	tags=71%, list=44%, signal=128%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN		124	-0.29189146	-1.6464105	0.0012820513	0.043632556	0.838	6105	tags=61%, list=45%, signal=110%	
GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_DN	GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_DN		116	-0.29423434	-1.6458875	0.0024813896	0.04307984	0.839	6154	tags=61%, list=45%, signal=110%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN		133	-0.28655592	-1.6408842	0.0024570024	0.043878503	0.843	7215	tags=68%, list=53%, signal=142%	
VANTVEER_BREAST_CANCER_BRCA1_UP	VANTVEER_BREAST_CANCER_BRCA1_UP		26	-0.41654906	-1.6373476	0.02247191	0.044062465	0.853	4697	tags=62%, list=34%, signal=93%	
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN	WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN		65	-0.32871026	-1.6323342	0.0064935065	0.044999953	0.866	6718	tags=69%, list=49%, signal=135%	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN		36	-0.38231957	-1.6305075	0.013947002	0.045103393	0.87	5013	tags=61%, list=37%, signal=96%	
WP_PARKINSONS_DISEASE_PATHWAY	WP_PARKINSONS_DISEASE_PATHWAY		31	-0.39203683	-1.6298608	0.016551724	0.04448723	0.87	5976	tags=71%, list=44%, signal=126%	
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP	GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP		119	-0.2868219	-1.6192732	0.0050314465	0.04788005	0.897	5244	tags=49%, list=38%, signal=78%	
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_DN	KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_DN		34	-0.38479704	-1.6177573	0.00997151	0.047938857	0.901	6664	tags=74%, list=49%, signal=143%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN		107	-0.2892267	-1.6167872	0.005037783	0.047524165	0.901	3504	tags=38%, list=26%, signal=51%	
BLALOCK_ALZHEIMERS_DISEASE_DN	BLALOCK_ALZHEIMERS_DISEASE_DN		929	-0.22795163	-1.614231	0.0	0.047882024	0.904	5525	tags=47%, list=40%, signal=73%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN		137	-0.28072342	-1.5999838	0.0036363637	0.05289878	0.932	5950	tags=57%, list=43%, signal=100%	
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE		23	-0.42520013	-1.5986787	0.024355302	0.052444432	0.936	3809	tags=52%, list=28%, signal=72%	
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6	KYNG_RESPONSE_TO_H2O2_VIA_ERCC6		15	-0.4878207	-1.5940031	0.03939394	0.053445574	0.945	6664	tags=93%, list=49%, signal=182%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN		129	-0.2745847	-1.5699148	0.01120797	0.06374776	0.968	6973	tags=64%, list=51%, signal=130%	
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE		82	-0.29791695	-1.5659951	0.0077021825	0.06476714	0.97	7382	tags=72%, list=54%, signal=155%	
KYNG_RESPONSE_TO_H2O2	KYNG_RESPONSE_TO_H2O2		56	-0.32252946	-1.563884	0.030748663	0.06486464	0.972	6664	tags=70%, list=49%, signal=135%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN		129	-0.27460897	-1.5560995	0.014527845	0.0677613	0.975	5902	tags=57%, list=43%, signal=99%	
SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE	SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE		55	-0.3257516	-1.549431	0.022077922	0.070475385	0.98	3445	tags=42%, list=25%, signal=56%	
GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN	GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN		134	-0.26871878	-1.548124	0.006188119	0.0702135	0.981	4463	tags=46%, list=33%, signal=67%	
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN	NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN		416	-0.23116486	-1.5359496	0.0	0.07698609	0.988	4939	tags=44%, list=36%, signal=67%	
GSE32901_NAIVE_VS_TH1_CD4_TCELL_DN	GSE32901_NAIVE_VS_TH1_CD4_TCELL_DN		121	-0.2729878	-1.530316	0.016969698	0.079002135	0.99	5712	tags=53%, list=42%, signal=90%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP		140	-0.26359636	-1.5135477	0.008454106	0.08792005	0.996	3439	tags=39%, list=25%, signal=51%	
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP	GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP		144	-0.25807327	-1.5086689	0.012019231	0.09044159	0.997	6848	tags=65%, list=50%, signal=129%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN		132	-0.26067623	-1.4971544	0.018382354	0.097134985	1.0	6909	tags=66%, list=50%, signal=132%	
CROMER_METASTASIS_DN	CROMER_METASTASIS_DN		55	-0.3085682	-1.4963231	0.031088082	0.09648235	1.0	7075	tags=76%, list=52%, signal=157%	
LI_LUNG_CANCER	LI_LUNG_CANCER		34	-0.34796235	-1.495387	0.045133993	0.09565789	1.0	8100	tags=85%, list=59%, signal=208%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN		115	-0.26320848	-1.4751533	0.018726591	0.11016294	1.0	6068	tags=54%, list=44%, signal=96%	
WALLACE_PROSTATE_CANCER_RACE_DN	WALLACE_PROSTATE_CANCER_RACE_DN		58	-0.3006187	-1.4748056	0.040053405	0.10897697	1.0	5908	tags=62%, list=43%, signal=109%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN		121	-0.26363096	-1.4732572	0.020656137	0.10870552	1.0	4141	tags=41%, list=30%, signal=59%	
BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY		19	-0.40970424	-1.4724876	0.05965909	0.1079676	1.0	7673	tags=84%, list=56%, signal=191%	
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN		226	-0.23450927	-1.4652934	0.014959724	0.11334047	1.0	6894	tags=58%, list=50%, signal=116%	
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE		62	-0.2934026	-1.4563754	0.035019454	0.11977633	1.0	3000	tags=37%, list=22%, signal=47%	
ZHAN_MULTIPLE_MYELOMA_PR_UP	ZHAN_MULTIPLE_MYELOMA_PR_UP		32	-0.35022652	-1.4552848	0.05462185	0.11920476	1.0	4287	tags=53%, list=31%, signal=77%	
FALVELLA_SMOKERS_WITH_LUNG_CANCER	FALVELLA_SMOKERS_WITH_LUNG_CANCER		55	-0.30638504	-1.4548135	0.043419268	0.11817376	1.0	5493	tags=58%, list=40%, signal=97%	
FORTSCHEGGER_PHF8_TARGETS_UP	FORTSCHEGGER_PHF8_TARGETS_UP		199	-0.23854055	-1.4546559	0.017482517	0.117015615	1.0	5655	tags=50%, list=41%, signal=84%	
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP		204	-0.236547	-1.4538773	0.014234875	0.11629329	1.0	7168	tags=64%, list=52%, signal=133%	
JISON_SICKLE_CELL_DISEASE_UP	JISON_SICKLE_CELL_DISEASE_UP		156	-0.24623293	-1.4490187	0.018028846	0.11893144	1.0	3260	tags=35%, list=24%, signal=45%	
VANTVEER_BREAST_CANCER_METASTASIS_DN	VANTVEER_BREAST_CANCER_METASTASIS_DN		77	-0.28496858	-1.4450133	0.043589745	0.12101725	1.0	4835	tags=52%, list=35%, signal=80%	
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN		134	-0.25469798	-1.4437437	0.037712894	0.12069663	1.0	5834	tags=58%, list=43%, signal=100%	
SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM	SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM		27	-0.36456606	-1.4372035	0.06920904	0.12544385	1.0	7036	tags=81%, list=51%, signal=167%	
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP		76	-0.27456653	-1.4323066	0.045572918	0.12840486	1.0	5903	tags=54%, list=43%, signal=94%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP		166	-0.24126682	-1.4254626	0.028537456	0.13279963	1.0	5853	tags=54%, list=43%, signal=92%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN		120	-0.25248113	-1.4139417	0.048148148	0.14256196	1.0	7300	tags=64%, list=53%, signal=136%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		27	-0.35943818	-1.409275	0.08356941	0.14553422	1.0	4153	tags=48%, list=30%, signal=69%	
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR_IN_DISEASE		42	-0.31759825	-1.4058989	0.07983762	0.14747678	1.0	4790	tags=45%, list=35%, signal=69%	
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL		50	-0.30253217	-1.4031806	0.08461539	0.14899293	1.0	6011	tags=62%, list=44%, signal=110%	
VANTVEER_BREAST_CANCER_ESR1_DN	VANTVEER_BREAST_CANCER_ESR1_DN		164	-0.23907945	-1.4012663	0.025179856	0.14950837	1.0	4934	tags=46%, list=36%, signal=72%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN		307	-0.21732947	-1.398383	0.015963512	0.15091634	1.0	4935	tags=41%, list=36%, signal=63%	
GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP		110	-0.25273433	-1.3975784	0.035220128	0.15011588	1.0	6916	tags=61%, list=50%, signal=122%	
VANTVEER_BREAST_CANCER_BRCA1_DN	VANTVEER_BREAST_CANCER_BRCA1_DN		25	-0.3571383	-1.3908614	0.089108914	0.15505795	1.0	7158	tags=64%, list=52%, signal=134%	
FORTSCHEGGER_PHF8_TARGETS_DN	FORTSCHEGGER_PHF8_TARGETS_DN		542	-0.20106544	-1.3799176	0.004259851	0.16524398	1.0	5998	tags=51%, list=44%, signal=86%	
SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP	SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP		15	-0.41707414	-1.3756951	0.10296192	0.16826852	1.0	6350	tags=73%, list=46%, signal=137%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN		295	-0.21302064	-1.3728855	0.022271715	0.1700115	1.0	6111	tags=52%, list=45%, signal=92%	
GSE15659_RESTING_VS_ACTIVATED_TREG_DN	GSE15659_RESTING_VS_ACTIVATED_TREG_DN		135	-0.23731287	-1.3665897	0.041923553	0.17563084	1.0	5928	tags=52%, list=43%, signal=91%	
BILD_CTNNB1_ONCOGENIC_SIGNATURE	BILD_CTNNB1_ONCOGENIC_SIGNATURE		29	-0.33238137	-1.3648405	0.10987483	0.17591754	1.0	6184	tags=62%, list=45%, signal=113%	
HP_AVASCULAR_NECROSIS	HP_AVASCULAR_NECROSIS		41	-0.30680382	-1.3593314	0.089655176	0.18029386	1.0	5017	tags=49%, list=37%, signal=77%	
HECKER_IFNB1_TARGETS	HECKER_IFNB1_TARGETS		78	-0.2652379	-1.3547704	0.07358739	0.18437341	1.0	5627	tags=53%, list=41%, signal=89%	
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP	FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP		34	-0.31811333	-1.3546447	0.09798658	0.18279368	1.0	5894	tags=65%, list=43%, signal=113%	
GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP		93	-0.25257933	-1.3516673	0.07554417	0.18467349	1.0	6553	tags=59%, list=48%, signal=113%	
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN		41	-0.30027178	-1.3385199	0.115983024	0.19905387	1.0	5291	tags=44%, list=39%, signal=71%	
DUTTA_APOPTOSIS_VIA_NFKB	DUTTA_APOPTOSIS_VIA_NFKB		22	-0.35344765	-1.3366704	0.11914894	0.1994128	1.0	7412	tags=73%, list=54%, signal=158%	
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_UP	GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_UP		118	-0.23846178	-1.3352586	0.07098381	0.19947904	1.0	5564	tags=49%, list=41%, signal=82%	
GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_DN	GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_DN		162	-0.2251361	-1.333261	0.05508982	0.20026699	1.0	7596	tags=67%, list=55%, signal=149%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN		130	-0.23303324	-1.3304031	0.08125	0.20228505	1.0	3493	tags=36%, list=26%, signal=48%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_DN		115	-0.23661268	-1.3271435	0.08375	0.20487152	1.0	3332	tags=32%, list=24%, signal=42%	
HP_CONSTITUTIONAL_SYMPTOM	HP_CONSTITUTIONAL_SYMPTOM		577	-0.1926068	-1.3248835	0.012765957	0.20590667	1.0	6481	tags=50%, list=47%, signal=91%	
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP	GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP		113	-0.23955673	-1.3206345	0.08080808	0.20975904	1.0	6518	tags=55%, list=48%, signal=104%	
