NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HP_ROD_CONE_DYSTROPHY	HP_ROD_CONE_DYSTROPHY		110	0.5466129	1.1019442	0.182	1.0	1.0	2826	tags=26%, list=21%, signal=33%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_UP		123	0.54128635	1.1006886	0.18	1.0	1.0	2714	tags=24%, list=20%, signal=30%	
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN		116	0.54033643	1.1001451	0.193	1.0	1.0	2973	tags=27%, list=22%, signal=34%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		145	0.5391353	1.0941714	0.173	1.0	1.0	2811	tags=30%, list=21%, signal=38%	
NEWMAN_ERCC6_TARGETS_DN	NEWMAN_ERCC6_TARGETS_DN		22	0.5628376	1.0906363	0.36804125	1.0	1.0	627	tags=9%, list=5%, signal=10%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		130	0.5356249	1.0900499	0.192	1.0	1.0	2811	tags=32%, list=21%, signal=39%	
ZHAN_MULTIPLE_MYELOMA_LB_DN	ZHAN_MULTIPLE_MYELOMA_LB_DN		24	0.5578078	1.0847923	0.39201638	1.0	1.0	2044	tags=25%, list=15%, signal=29%	
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP		47	0.54056126	1.0847676	0.34804413	1.0	1.0	2567	tags=26%, list=19%, signal=31%	
SU_PANCREAS	SU_PANCREAS		30	0.54535466	1.0844387	0.38187373	1.0	1.0	2927	tags=27%, list=21%, signal=34%	
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP		65	0.53792	1.0835266	0.321	1.0	1.0	2806	tags=28%, list=20%, signal=35%	
HP_RICKETS	HP_RICKETS		23	0.5539387	1.0784967	0.385567	1.0	1.0	735	tags=13%, list=5%, signal=14%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP		218	0.5233505	1.0730456	0.191	1.0	1.0	2826	tags=24%, list=21%, signal=30%	
HP_ADULT_ONSET	HP_ADULT_ONSET		97	0.5317453	1.072009	0.3	1.0	1.0	2247	tags=19%, list=16%, signal=22%	
HP_INFANTILE_ONSET	HP_INFANTILE_ONSET		291	0.52153254	1.0714867	0.136	1.0	1.0	2788	tags=25%, list=20%, signal=31%	
KIM_LIVER_CANCER_POOR_SURVIVAL_DN	KIM_LIVER_CANCER_POOR_SURVIVAL_DN		36	0.53655577	1.068973	0.38894472	1.0	1.0	2624	tags=19%, list=19%, signal=24%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP		111	0.53000844	1.0689479	0.302	1.0	1.0	3160	tags=27%, list=23%, signal=35%	
WONG_MITOCHONDRIA_GENE_MODULE	WONG_MITOCHONDRIA_GENE_MODULE		208	0.5231278	1.0675029	0.207	1.0	1.0	2932	tags=24%, list=21%, signal=30%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP		304	0.5212172	1.0666078	0.162	1.0	1.0	2352	tags=21%, list=17%, signal=25%	
HP_PATHOLOGIC_FRACTURE	HP_PATHOLOGIC_FRACTURE		19	0.5570737	1.066371	0.43360996	1.0	1.0	2825	tags=26%, list=21%, signal=33%	
CROMER_METASTASIS_UP	CROMER_METASTASIS_UP		41	0.5385198	1.0659447	0.39819458	1.0	1.0	2505	tags=27%, list=18%, signal=33%	
BILD_HRAS_ONCOGENIC_SIGNATURE	BILD_HRAS_ONCOGENIC_SIGNATURE		153	0.52262837	1.0638634	0.287	1.0	1.0	2871	tags=24%, list=21%, signal=30%	
HP_ONSET	HP_ONSET		639	0.5145807	1.0586693	0.093	1.0	1.0	2513	tags=21%, list=18%, signal=24%	
ZHAN_MULTIPLE_MYELOMA_MF_UP	ZHAN_MULTIPLE_MYELOMA_MF_UP		29	0.5352007	1.0554338	0.44228804	1.0	1.0	2897	tags=28%, list=21%, signal=35%	
ZHAN_MULTIPLE_MYELOMA_CD1_UP	ZHAN_MULTIPLE_MYELOMA_CD1_UP		36	0.52263045	1.0554091	0.43129387	1.0	1.0	840	tags=14%, list=6%, signal=15%	
ZHAN_MULTIPLE_MYELOMA_MS_DN	ZHAN_MULTIPLE_MYELOMA_MS_DN		31	0.53057855	1.053554	0.45445344	1.0	1.0	2507	tags=23%, list=18%, signal=28%	
GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_UP		111	0.5185346	1.0532062	0.329	1.0	1.0	2464	tags=23%, list=18%, signal=27%	
HP_CHRONIC_KIDNEY_DISEASE	HP_CHRONIC_KIDNEY_DISEASE		43	0.5268128	1.0518063	0.44120604	1.0	1.0	1718	tags=16%, list=13%, signal=19%	
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_DN		126	0.5164158	1.0488427	0.354	1.0	1.0	2366	tags=20%, list=17%, signal=24%	
SPIRA_SMOKERS_LUNG_CANCER_UP	SPIRA_SMOKERS_LUNG_CANCER_UP		31	0.52947605	1.0475354	0.45951417	1.0	1.0	2454	tags=23%, list=18%, signal=27%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN		117	0.5143439	1.0451919	0.365	1.0	1.0	2308	tags=21%, list=17%, signal=24%	
GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_DN	GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_DN		92	0.5142873	1.0430741	0.419	1.0	1.0	2663	tags=24%, list=19%, signal=29%	
GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_DN	GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_DN		137	0.51505893	1.0422616	0.382	1.0	1.0	2702	tags=22%, list=20%, signal=27%	
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP		43	0.5225179	1.0411893	0.4431017	1.0	1.0	2034	tags=19%, list=15%, signal=22%	
HP_CLINICAL_COURSE	HP_CLINICAL_COURSE		884	0.5046073	1.0391916	0.151	1.0	1.0	2829	tags=23%, list=21%, signal=27%	
HP_PEDIATRIC_ONSET	HP_PEDIATRIC_ONSET		369	0.5077532	1.0381768	0.287	1.0	1.0	2788	tags=23%, list=20%, signal=28%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_DN		126	0.5115313	1.0366945	0.409	1.0	1.0	2538	tags=22%, list=19%, signal=27%	
HP_JUVENILE_ONSET	HP_JUVENILE_ONSET		65	0.51041025	1.035526	0.453	1.0	1.0	2286	tags=18%, list=17%, signal=22%	
WP_NONALCOHOLIC_FATTY_LIVER_DISEASE	WP_NONALCOHOLIC_FATTY_LIVER_DISEASE		134	0.50831115	1.0304737	0.387	1.0	1.0	2844	tags=29%, list=21%, signal=36%	
WALLACE_PROSTATE_CANCER_RACE_UP	WALLACE_PROSTATE_CANCER_RACE_UP		224	0.5017254	1.0302323	0.374	1.0	1.0	3103	tags=27%, list=23%, signal=35%	
ZHAN_MULTIPLE_MYELOMA_HP_DN	ZHAN_MULTIPLE_MYELOMA_HP_DN		36	0.52015996	1.0294873	0.5025126	1.0	1.0	3006	tags=31%, list=22%, signal=39%	
MCLACHLAN_DENTAL_CARIES_UP	MCLACHLAN_DENTAL_CARIES_UP		209	0.503676	1.0273975	0.383	1.0	1.0	2894	tags=26%, list=21%, signal=33%	
GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN	GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN		143	0.505075	1.0258968	0.414	1.0	1.0	2644	tags=22%, list=19%, signal=27%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		46	0.5150895	1.0238177	0.4683417	1.0	1.0	3026	tags=30%, list=22%, signal=39%	
HP_STAGE_5_CHRONIC_KIDNEY_DISEASE	HP_STAGE_5_CHRONIC_KIDNEY_DISEASE		34	0.51574266	1.0181037	0.51008064	1.0	1.0	1656	tags=15%, list=12%, signal=17%	
HP_ABNORMAL_INTESTINE_MORPHOLOGY	HP_ABNORMAL_INTESTINE_MORPHOLOGY		382	0.49383405	1.0103917	0.429	1.0	1.0	3066	tags=24%, list=22%, signal=30%	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG		16	0.5359271	1.0103523	0.5351812	1.0	1.0	2629	tags=19%, list=19%, signal=23%	
ZHAN_MULTIPLE_MYELOMA_LB_UP	ZHAN_MULTIPLE_MYELOMA_LB_UP		25	0.5104599	1.0094585	0.539959	1.0	1.0	2319	tags=24%, list=17%, signal=29%	
VANTVEER_BREAST_CANCER_ESR1_UP	VANTVEER_BREAST_CANCER_ESR1_UP		83	0.500886	1.008462	0.513	1.0	1.0	3244	tags=28%, list=24%, signal=36%	
GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP	GSE6092_UNSTIM_VS_IFNG_STIM_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP		133	0.49822485	1.0084606	0.503	1.0	1.0	1813	tags=14%, list=13%, signal=16%	
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP		219	0.4927	1.0052392	0.485	1.0	1.0	2764	tags=20%, list=20%, signal=24%	
HP_RETINOPATHY	HP_RETINOPATHY		81	0.49765426	1.0051248	0.514	1.0	1.0	2231	tags=16%, list=16%, signal=19%	
GSE15659_TREG_VS_TCONV_UP	GSE15659_TREG_VS_TCONV_UP		114	0.4960212	1.0020803	0.535	1.0	1.0	2620	tags=19%, list=19%, signal=24%	
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP		41	0.49913526	0.9976665	0.5562249	1.0	1.0	2517	tags=22%, list=18%, signal=27%	
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN	GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_DN		132	0.48934895	0.9973153	0.538	1.0	1.0	2115	tags=17%, list=15%, signal=20%	
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN		134	0.49124485	0.99721235	0.532	1.0	1.0	2012	tags=17%, list=15%, signal=20%	
GSE12963_UNINF_VS_ENV_AND_NEF_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_UNINF_VS_ENV_AND_NEF_DEFICIENT_HIV1_INF_CD4_TCELL_UP		98	0.49172664	0.9967165	0.54	1.0	1.0	2335	tags=17%, list=17%, signal=21%	
ALONSO_METASTASIS_UP	ALONSO_METASTASIS_UP		165	0.48609635	0.99563855	0.552	1.0	1.0	2655	tags=24%, list=19%, signal=29%	
GSE15659_RESTING_VS_ACTIVATED_TREG_DN	GSE15659_RESTING_VS_ACTIVATED_TREG_DN		135	0.4877852	0.99358684	0.563	1.0	1.0	2146	tags=19%, list=16%, signal=22%	
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN		131	0.48681664	0.9905808	0.549	1.0	1.0	2550	tags=21%, list=19%, signal=26%	
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP		63	0.49141386	0.99003285	0.5645646	1.0	1.0	3105	tags=25%, list=23%, signal=33%	
ZHAN_MULTIPLE_MYELOMA_MS_UP	ZHAN_MULTIPLE_MYELOMA_MS_UP		25	0.5022882	0.98795474	0.56345177	1.0	1.0	2684	tags=24%, list=20%, signal=30%	
GSE12963_UNINF_VS_ENV_AND_NEF_DEFICIENT_HIV1_INF_CD4_TCELL_DN	GSE12963_UNINF_VS_ENV_AND_NEF_DEFICIENT_HIV1_INF_CD4_TCELL_DN		101	0.4886513	0.9867915	0.586	1.0	1.0	1878	tags=15%, list=14%, signal=17%	
ZHAN_MULTIPLE_MYELOMA_CD2_DN	ZHAN_MULTIPLE_MYELOMA_CD2_DN		28	0.4957182	0.98667735	0.5821501	1.0	1.0	1768	tags=14%, list=13%, signal=16%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN		129	0.47988042	0.98116976	0.589	1.0	1.0	2538	tags=20%, list=19%, signal=25%	
HP_OSTEOPOROSIS	HP_OSTEOPOROSIS		164	0.47984672	0.97824615	0.613	1.0	1.0	2007	tags=13%, list=15%, signal=16%	
DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP	DAVICIONI_PAX_FOXO1_SIGNATURE_IN_ARMS_UP		38	0.49013868	0.9781543	0.58308154	1.0	1.0	2202	tags=18%, list=16%, signal=22%	
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_DN	ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_DN		36	0.49204466	0.9769384	0.5867603	1.0	1.0	1010	tags=14%, list=7%, signal=15%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN		121	0.4728828	0.9648818	0.634	1.0	1.0	2160	tags=16%, list=16%, signal=18%	
ZHAN_MULTIPLE_MYELOMA_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD2_UP		25	0.4860373	0.9621699	0.61382115	1.0	1.0	2680	tags=24%, list=20%, signal=30%	
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS		26	0.4877484	0.95887005	0.6142857	1.0	1.0	2046	tags=19%, list=15%, signal=23%	
HP_CONSTITUTIONAL_SYMPTOM	HP_CONSTITUTIONAL_SYMPTOM		577	0.46635818	0.95838064	0.803	1.0	1.0	3102	tags=24%, list=23%, signal=29%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		43	0.4752069	0.9571078	0.63927853	1.0	1.0	2948	tags=23%, list=22%, signal=30%	
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL		50	0.47912946	0.95425934	0.653	1.0	1.0	1860	tags=14%, list=14%, signal=16%	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_UP		86	0.47261637	0.95103407	0.6816817	1.0	1.0	2597	tags=22%, list=19%, signal=27%	
GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP	GAZDA_DIAMOND_BLACKFAN_ANEMIA_MYELOID_UP		15	0.5095241	0.9482721	0.62704474	1.0	1.0	1437	tags=13%, list=10%, signal=15%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP		153	0.4609763	0.9420915	0.741	1.0	1.0	2262	tags=16%, list=17%, signal=19%	
GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_DN	GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_DN		78	0.46584943	0.9409619	0.675	1.0	1.0	3793	tags=31%, list=28%, signal=42%	
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_DN		96	0.46280858	0.94091207	0.707	1.0	1.0	1705	tags=13%, list=12%, signal=14%	
GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP		93	0.46460053	0.940777	0.695	1.0	1.0	2505	tags=18%, list=18%, signal=22%	
CHANDRAN_METASTASIS_DN	CHANDRAN_METASTASIS_DN		212	0.45863333	0.9369786	0.79	1.0	1.0	2665	tags=18%, list=19%, signal=22%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN		130	0.45721903	0.930669	0.764	1.0	1.0	2426	tags=18%, list=18%, signal=21%	
BILD_E2F3_ONCOGENIC_SIGNATURE	BILD_E2F3_ONCOGENIC_SIGNATURE		160	0.4578895	0.9291752	0.787	1.0	1.0	3027	tags=24%, list=22%, signal=30%	
ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN		25	0.479023	0.9289192	0.66803277	1.0	1.0	2259	tags=16%, list=16%, signal=19%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP	GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP		112	0.45575258	0.9266929	0.746	1.0	1.0	2288	tags=15%, list=17%, signal=18%	
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_DN		146	0.45545962	0.92235446	0.793	1.0	1.0	3016	tags=23%, list=22%, signal=30%	
GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_DN	GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_DN		130	0.4496169	0.919218	0.781	1.0	1.0	2447	tags=17%, list=18%, signal=20%	
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP	GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP		144	0.45118615	0.91810465	0.796	1.0	1.0	2823	tags=20%, list=21%, signal=25%	
GSE15659_TREG_VS_TCONV_DN	GSE15659_TREG_VS_TCONV_DN		109	0.4486107	0.9180134	0.768	1.0	1.0	3207	tags=25%, list=23%, signal=32%	
GSE15659_RESTING_VS_ACTIVATED_TREG_UP	GSE15659_RESTING_VS_ACTIVATED_TREG_UP		113	0.4484685	0.9126425	0.783	1.0	1.0	2763	tags=19%, list=20%, signal=23%	
ALONSO_METASTASIS_EMT_UP	ALONSO_METASTASIS_EMT_UP		27	0.46167946	0.9110385	0.6850716	1.0	1.0	2543	tags=19%, list=19%, signal=23%	
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP		204	0.4422075	0.9043909	0.88	1.0	1.0	2578	tags=17%, list=19%, signal=20%	
FORTSCHEGGER_PHF8_TARGETS_DN	FORTSCHEGGER_PHF8_TARGETS_DN		542	0.4367235	0.8984767	0.961	1.0	1.0	2599	tags=18%, list=19%, signal=21%	
ANDERSEN_LIVER_CANCER_KRT19_DN	ANDERSEN_LIVER_CANCER_KRT19_DN		66	0.44689608	0.8980474	0.78557116	1.0	1.0	2486	tags=15%, list=18%, signal=18%	
