NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HUPER_BREAST_BASAL_VS_LUMINAL_UP	HUPER_BREAST_BASAL_VS_LUMINAL_UP		37	-0.39352405	-1.3815889	0.06855792	0.17765054	1.0	1511	tags=32%, list=11%, signal=36%	
KIM_LIVER_CANCER_POOR_SURVIVAL_DN	KIM_LIVER_CANCER_POOR_SURVIVAL_DN		36	-0.39860275	-1.3770304	0.08204518	0.18136759	1.0	3231	tags=36%, list=24%, signal=47%	
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP	LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_UP		128	-0.32201	-1.3677601	0.02208202	0.19333361	1.0	6575	tags=62%, list=48%, signal=118%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE		46	-0.36910504	-1.3673552	0.060961314	0.19067633	1.0	7180	tags=80%, list=52%, signal=168%	
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP		124	-0.32292047	-1.3667232	0.04025424	0.1884238	1.0	5889	tags=58%, list=43%, signal=101%	
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP	FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP		34	-0.39608797	-1.3650836	0.08251231	0.18768053	1.0	3848	tags=44%, list=28%, signal=61%	
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_UP	GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_UP		115	-0.3288293	-1.3581164	0.030590717	0.19539987	1.0	5261	tags=50%, list=38%, signal=81%	
REACTOME_SIGNALING_BY_KIT_IN_DISEASE	REACTOME_SIGNALING_BY_KIT_IN_DISEASE		16	-0.46873304	-1.3567611	0.121751025	0.19446532	1.0	846	tags=25%, list=6%, signal=27%	
ZHAN_MULTIPLE_MYELOMA_DN	ZHAN_MULTIPLE_MYELOMA_DN		30	-0.4027117	-1.3534814	0.09202454	0.19643703	1.0	3416	tags=43%, list=25%, signal=58%	
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP		43	-0.36794892	-1.3452723	0.08304498	0.20633878	1.0	2441	tags=44%, list=18%, signal=54%	
SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP	SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP		15	-0.4718505	-1.3414497	0.12211669	0.2100099	1.0	3256	tags=53%, list=24%, signal=70%	
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP		33	-0.38970682	-1.3258909	0.092707045	0.2348244	1.0	5007	tags=55%, list=37%, signal=86%	
ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN	ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN		60	-0.34095633	-1.3231084	0.07289294	0.23627368	1.0	6549	tags=65%, list=48%, signal=124%	
CROMER_METASTASIS_DN	CROMER_METASTASIS_DN		55	-0.3495131	-1.3207839	0.08755761	0.23683657	1.0	2854	tags=35%, list=21%, signal=43%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_UP		154	-0.30336985	-1.318492	0.028481012	0.23744568	1.0	6101	tags=57%, list=45%, signal=102%	
SPIRA_SMOKERS_LUNG_CANCER_UP	SPIRA_SMOKERS_LUNG_CANCER_UP		31	-0.3877635	-1.31735	0.09744214	0.23592481	1.0	4944	tags=55%, list=36%, signal=86%	
BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS	BENNETT_SYSTEMIC_LUPUS_ERYTHEMATOSUS		26	-0.40193084	-1.3077409	0.124542125	0.25081694	1.0	6618	tags=65%, list=48%, signal=126%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP		124	-0.30940238	-1.3006172	0.051578946	0.26227078	1.0	6925	tags=67%, list=51%, signal=134%	
GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_DN	GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_DN		92	-0.3184056	-1.2971476	0.06573276	0.26573643	1.0	4539	tags=43%, list=33%, signal=65%	
FALVELLA_SMOKERS_WITH_LUNG_CANCER	FALVELLA_SMOKERS_WITH_LUNG_CANCER		55	-0.33849868	-1.2850448	0.11098266	0.28653997	1.0	5572	tags=53%, list=41%, signal=89%	
SWEET_KRAS_ONCOGENIC_SIGNATURE	SWEET_KRAS_ONCOGENIC_SIGNATURE		67	-0.33172965	-1.2832245	0.0976431	0.28672326	1.0	6060	tags=57%, list=44%, signal=101%	
KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION	KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION		21	-0.41488093	-1.2770703	0.17534943	0.2962122	1.0	4402	tags=57%, list=32%, signal=84%	
BIOCARTA_MCALPAIN_PATHWAY	BIOCARTA_MCALPAIN_PATHWAY		16	-0.43719617	-1.2527652	0.19791667	0.34785402	1.0	5362	tags=63%, list=39%, signal=103%	
NEWMAN_ERCC6_TARGETS_UP	NEWMAN_ERCC6_TARGETS_UP		19	-0.41312498	-1.24583	0.18159205	0.36087048	1.0	2212	tags=37%, list=16%, signal=44%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		40	-0.34902045	-1.2399794	0.16725978	0.37091294	1.0	7645	tags=83%, list=56%, signal=186%	
HP_MITOCHONDRIAL_MYOPATHY	HP_MITOCHONDRIAL_MYOPATHY		52	-0.3308808	-1.2375365	0.17511521	0.3724588	1.0	6212	tags=67%, list=45%, signal=123%	
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE		40	-0.3431379	-1.2334491	0.1827957	0.3781603	1.0	7645	tags=75%, list=56%, signal=169%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP	GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP		129	-0.2888309	-1.2265757	0.11838006	0.3918947	1.0	5099	tags=46%, list=37%, signal=72%	
GSE32901_NAIVE_VS_TH1_CD4_TCELL_DN	GSE32901_NAIVE_VS_TH1_CD4_TCELL_DN		121	-0.289799	-1.2232032	0.1205074	0.39580297	1.0	6323	tags=54%, list=46%, signal=99%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP		148	-0.28260642	-1.2210532	0.116856255	0.3963924	1.0	6101	tags=58%, list=45%, signal=104%	
ZHAN_MULTIPLE_MYELOMA_HP_DN	ZHAN_MULTIPLE_MYELOMA_HP_DN		36	-0.3503743	-1.2200092	0.20166074	0.39444485	1.0	2633	tags=36%, list=19%, signal=45%	
CROMER_TUMORIGENESIS_UP	CROMER_TUMORIGENESIS_UP		37	-0.3417847	-1.2174433	0.18899521	0.396621	1.0	4812	tags=49%, list=35%, signal=75%	
ZHAN_MULTIPLE_MYELOMA_LB_DN	ZHAN_MULTIPLE_MYELOMA_LB_DN		24	-0.37388757	-1.207077	0.21321696	0.41988716	1.0	6541	tags=71%, list=48%, signal=135%	
JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER	JAERVINEN_AMPLIFIED_IN_LARYNGEAL_CANCER		28	-0.36378863	-1.2054399	0.20468557	0.41927916	1.0	7324	tags=64%, list=53%, signal=138%	
CHANDRAN_METASTASIS_TOP50_UP	CHANDRAN_METASTASIS_TOP50_UP		24	-0.37303638	-1.2022381	0.22921914	0.42259014	1.0	1680	tags=25%, list=12%, signal=28%	
GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_TH17_EMRICHED_VS_TH17_NEG_CD4_TCELL_UP		94	-0.29009232	-1.1970079	0.16411379	0.4323428	1.0	5121	tags=47%, list=37%, signal=74%	
GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_DN	GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_DN		98	-0.28860223	-1.1959196	0.16542949	0.43053555	1.0	4501	tags=35%, list=33%, signal=51%	
FORTSCHEGGER_PHF8_TARGETS_DN	FORTSCHEGGER_PHF8_TARGETS_DN		542	-0.25526667	-1.1910564	0.037	0.43922102	1.0	3103	tags=28%, list=23%, signal=35%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_UP		154	-0.27430174	-1.177428	0.16071428	0.47405243	1.0	6235	tags=56%, list=46%, signal=101%	
GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_DN	GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_DN		91	-0.28900173	-1.1726822	0.19825707	0.4825742	1.0	3796	tags=32%, list=28%, signal=44%	
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP	GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP		119	-0.27478665	-1.1715335	0.18376069	0.4809756	1.0	5197	tags=46%, list=38%, signal=74%	
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE		23	-0.37043115	-1.1665467	0.25406757	0.49025878	1.0	5278	tags=52%, list=39%, signal=85%	
ANDERSEN_LIVER_CANCER_KRT19_DN	ANDERSEN_LIVER_CANCER_KRT19_DN		66	-0.29782346	-1.1617395	0.22747748	0.49939892	1.0	5615	tags=50%, list=41%, signal=84%	
BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY		19	-0.38417062	-1.158306	0.28626943	0.50506055	1.0	5204	tags=53%, list=38%, signal=85%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP		166	-0.26783916	-1.1577315	0.19709544	0.50159085	1.0	6235	tags=54%, list=46%, signal=97%	
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP	GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP		113	-0.2738601	-1.1498897	0.21595745	0.51945674	1.0	2970	tags=30%, list=22%, signal=38%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_UP		140	-0.2693986	-1.1494665	0.2147303	0.5155667	1.0	5345	tags=46%, list=39%, signal=75%	
DUTTA_APOPTOSIS_VIA_NFKB	DUTTA_APOPTOSIS_VIA_NFKB		22	-0.36907586	-1.1482522	0.29028133	0.51376355	1.0	6538	tags=64%, list=48%, signal=122%	
DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN	DAVICIONI_TARGETS_OF_PAX_FOXO1_FUSIONS_DN		34	-0.33274788	-1.1408739	0.26982248	0.5310956	1.0	3922	tags=38%, list=29%, signal=53%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN		116	-0.2682435	-1.1390463	0.24520256	0.53177714	1.0	6952	tags=58%, list=51%, signal=116%	
ZHAN_MULTIPLE_MYELOMA_UP	ZHAN_MULTIPLE_MYELOMA_UP		38	-0.31945994	-1.1355889	0.27725118	0.5368451	1.0	4459	tags=39%, list=33%, signal=58%	
CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS	CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS		33	-0.33104315	-1.1275094	0.3121319	0.55712646	1.0	6030	tags=58%, list=44%, signal=103%	
GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_UP	GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_UP		110	-0.26875564	-1.1254953	0.25747862	0.5583397	1.0	2878	tags=24%, list=21%, signal=30%	
VANTVEER_BREAST_CANCER_ESR1_DN	VANTVEER_BREAST_CANCER_ESR1_DN		164	-0.25741017	-1.1212342	0.24248704	0.5664395	1.0	4102	tags=36%, list=30%, signal=51%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN		128	-0.26632	-1.1184525	0.2623295	0.56997734	1.0	5661	tags=48%, list=41%, signal=80%	
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN		226	-0.24750106	-1.1094682	0.25153375	0.593009	1.0	2188	tags=21%, list=16%, signal=24%	
GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_UP	GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_UP		128	-0.25854003	-1.1034533	0.28108674	0.6060275	1.0	4228	tags=36%, list=31%, signal=51%	
DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP	DAVICIONI_RHABDOMYOSARCOMA_PAX_FOXO1_FUSION_UP		41	-0.3127026	-1.1017997	0.33450294	0.60594666	1.0	6478	tags=54%, list=47%, signal=102%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_14H_UP		153	-0.25632274	-1.0961748	0.27141383	0.61906976	1.0	6097	tags=56%, list=45%, signal=99%	
WALLACE_PROSTATE_CANCER_RACE_UP	WALLACE_PROSTATE_CANCER_RACE_UP		224	-0.2443747	-1.0903966	0.28411406	0.6321787	1.0	5572	tags=44%, list=41%, signal=73%	
BIOCARTA_GLEEVEC_PATHWAY	BIOCARTA_GLEEVEC_PATHWAY		15	-0.38743913	-1.0890989	0.34351146	0.6307809	1.0	5657	tags=53%, list=41%, signal=91%	
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE		82	-0.2655986	-1.083488	0.32887402	0.64300543	1.0	5250	tags=43%, list=38%, signal=69%	
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN	LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN		522	-0.2318769	-1.0781113	0.25	0.65412706	1.0	6041	tags=47%, list=44%, signal=80%	
VANTVEER_BREAST_CANCER_POOR_PROGNOSIS	VANTVEER_BREAST_CANCER_POOR_PROGNOSIS		34	-0.3114486	-1.0721081	0.38527608	0.66815513	1.0	6185	tags=59%, list=45%, signal=107%	
GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_UP	GSE6092_CTRL_VS_BORRELIA_BIRGDOFERI_INF_ENDOTHELIAL_CELL_UP		128	-0.25377876	-1.0692493	0.33821988	0.6708925	1.0	5682	tags=48%, list=41%, signal=81%	
GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN	GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN		125	-0.2524398	-1.0684563	0.35654008	0.66777134	1.0	6486	tags=54%, list=47%, signal=101%	
VANTVEER_BREAST_CANCER_BRCA1_DN	VANTVEER_BREAST_CANCER_BRCA1_DN		25	-0.33122155	-1.0549223	0.40101522	0.7054738	1.0	6165	tags=60%, list=45%, signal=109%	
