NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN	LASTOWSKA_NEUROBLASTOMA_COPY_NUMBER_DN		522	-0.25625238	-1.7338363	0.0	0.025276644	0.563	5940	tags=57%, list=43%, signal=96%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_DN		124	-0.30460504	-1.7152952	0.0012626263	0.029777044	0.626	5879	tags=59%, list=43%, signal=102%	
REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS	REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS		20	-0.47420046	-1.70916	0.00723589	0.030682618	0.648	2288	tags=40%, list=17%, signal=48%	
GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP	GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP		106	-0.30709404	-1.7080308	0.0	0.030227447	0.651	6005	tags=65%, list=44%, signal=115%	
BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP	BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP		234	-0.2723569	-1.6930908	0.0	0.033543773	0.697	6366	tags=58%, list=46%, signal=107%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_UP		128	-0.29614225	-1.6927843	0.0024509805	0.032874733	0.697	6761	tags=73%, list=49%, signal=142%	
OSMAN_BLADDER_CANCER_DN	OSMAN_BLADDER_CANCER_DN		264	-0.2671461	-1.691683	0.0	0.032368217	0.7	4766	tags=48%, list=35%, signal=73%	
GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN	GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_DN		125	-0.2964421	-1.6854794	0.003649635	0.033475038	0.723	4048	tags=44%, list=30%, signal=62%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_DN		128	-0.2953222	-1.6837631	0.0012135922	0.033202328	0.729	7215	tags=66%, list=53%, signal=137%	
WP_ALZHEIMERS_DISEASE	WP_ALZHEIMERS_DISEASE		50	-0.36318713	-1.6711645	0.0013831259	0.036042918	0.773	3669	tags=52%, list=27%, signal=71%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP		148	-0.2858962	-1.6660477	0.0023640662	0.03668129	0.791	4130	tags=45%, list=30%, signal=63%	
GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_DN	GSE32901_NAIVE_VS_TH17_ENRICHED_CD4_TCELL_DN		116	-0.29423434	-1.6565692	0.0062421975	0.039465453	0.817	6154	tags=61%, list=45%, signal=110%	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN		36	-0.38231957	-1.6469696	0.009641874	0.042116936	0.846	5013	tags=61%, list=37%, signal=96%	
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	HUTTMANN_B_CLL_POOR_SURVIVAL_DN		28	-0.4150964	-1.6394013	0.021276595	0.044250797	0.863	6062	tags=71%, list=44%, signal=128%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_6H_DN		133	-0.28655592	-1.629005	0.003699137	0.047232617	0.889	7215	tags=68%, list=53%, signal=142%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN		124	-0.29189146	-1.6281328	0.0	0.04666859	0.891	6105	tags=61%, list=45%, signal=110%	
WP_PARKINSONS_DISEASE_PATHWAY	WP_PARKINSONS_DISEASE_PATHWAY		31	-0.39203683	-1.6275682	0.01650619	0.046176236	0.897	5976	tags=71%, list=44%, signal=126%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_10H_DN		137	-0.28072342	-1.6232198	0.0023809525	0.047003243	0.904	5950	tags=57%, list=43%, signal=100%	
VANTVEER_BREAST_CANCER_BRCA1_UP	VANTVEER_BREAST_CANCER_BRCA1_UP		26	-0.41654906	-1.6231141	0.025459688	0.046227537	0.904	4697	tags=62%, list=34%, signal=93%	
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN	WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN		65	-0.32871026	-1.6229823	0.010457517	0.04545659	0.904	6718	tags=69%, list=49%, signal=135%	
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6	KYNG_RESPONSE_TO_H2O2_VIA_ERCC6		15	-0.4878207	-1.6222373	0.026745914	0.045095805	0.906	6664	tags=93%, list=49%, signal=182%	
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE		23	-0.42520013	-1.6143425	0.030303031	0.047589745	0.921	3809	tags=52%, list=28%, signal=72%	
BLALOCK_ALZHEIMERS_DISEASE_DN	BLALOCK_ALZHEIMERS_DISEASE_DN		929	-0.22795163	-1.6132337	0.0	0.04730523	0.924	5525	tags=47%, list=40%, signal=73%	
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP	GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP		119	-0.2868219	-1.612812	0.0037406483	0.046683732	0.925	5244	tags=49%, list=38%, signal=78%	
KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_DN	KYNG_RESPONSE_TO_H2O2_VIA_ERCC6_DN		34	-0.38479704	-1.6103017	0.016551724	0.047017008	0.931	6664	tags=74%, list=49%, signal=143%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_18H_DN		107	-0.2892267	-1.5980613	0.00618047	0.050842244	0.944	3504	tags=38%, list=26%, signal=51%	
KYNG_RESPONSE_TO_H2O2	KYNG_RESPONSE_TO_H2O2		56	-0.32252946	-1.5645618	0.019280206	0.066801615	0.979	6664	tags=70%, list=49%, signal=135%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN		129	-0.27460897	-1.5639449	0.00968523	0.06610195	0.98	5902	tags=57%, list=43%, signal=99%	
SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE	SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE		55	-0.3257516	-1.5635989	0.02	0.06525889	0.98	3445	tags=42%, list=25%, signal=56%	
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE		82	-0.29791695	-1.5622182	0.011857707	0.06495191	0.98	7382	tags=72%, list=54%, signal=155%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN		129	-0.2745847	-1.5593175	0.006281407	0.065385945	0.984	6973	tags=64%, list=51%, signal=130%	
GSE32901_NAIVE_VS_TH1_CD4_TCELL_DN	GSE32901_NAIVE_VS_TH1_CD4_TCELL_DN		121	-0.2729878	-1.5512173	0.008567931	0.06906993	0.988	5712	tags=53%, list=42%, signal=90%	
GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN	GSE15659_NONSUPPRESSIVE_TCELL_VS_ACTIVATED_TREG_DN		134	-0.26871878	-1.5491854	0.00863132	0.0690826	0.989	4463	tags=46%, list=33%, signal=67%	
NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN	NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_DN		416	-0.23116486	-1.5460391	0.0	0.0698489	0.99	4939	tags=44%, list=36%, signal=67%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_UP		140	-0.26359636	-1.5272657	0.00954654	0.0794136	0.995	3439	tags=39%, list=25%, signal=51%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_DN		132	-0.26067623	-1.4984491	0.018382354	0.098232515	0.999	6909	tags=66%, list=50%, signal=132%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN		121	-0.26363096	-1.49519	0.017156864	0.09940425	0.999	4141	tags=41%, list=30%, signal=59%	
GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP	GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP		144	-0.25807327	-1.4939114	0.00976801	0.09898403	0.999	6848	tags=65%, list=50%, signal=129%	
BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY		19	-0.40970424	-1.486832	0.062586926	0.103360124	0.999	7673	tags=84%, list=56%, signal=191%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN		115	-0.26320848	-1.4823278	0.023573201	0.10588804	0.999	6068	tags=54%, list=44%, signal=96%	
CROMER_METASTASIS_DN	CROMER_METASTASIS_DN		55	-0.3085682	-1.4819573	0.030585106	0.10481373	0.999	7075	tags=76%, list=52%, signal=157%	
LI_LUNG_CANCER	LI_LUNG_CANCER		34	-0.34796235	-1.479475	0.04644809	0.10554607	0.999	8100	tags=85%, list=59%, signal=208%	
FALVELLA_SMOKERS_WITH_LUNG_CANCER	FALVELLA_SMOKERS_WITH_LUNG_CANCER		55	-0.30638504	-1.4788537	0.043537416	0.10454594	0.999	5493	tags=58%, list=40%, signal=97%	
GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_DN		134	-0.25469798	-1.4741837	0.016726404	0.10688186	0.999	5834	tags=58%, list=43%, signal=100%	
ZHAN_MULTIPLE_MYELOMA_PR_UP	ZHAN_MULTIPLE_MYELOMA_PR_UP		32	-0.35022652	-1.4624416	0.06548431	0.115142934	1.0	4287	tags=53%, list=31%, signal=77%	
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE		62	-0.2934026	-1.4573067	0.035904255	0.11788955	1.0	3000	tags=37%, list=22%, signal=47%	
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL		50	-0.30253217	-1.4567297	0.04347826	0.117020674	1.0	6011	tags=62%, list=44%, signal=110%	
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN		226	-0.23450927	-1.4562116	0.0057670125	0.11600026	1.0	6894	tags=58%, list=50%, signal=116%	
FORTSCHEGGER_PHF8_TARGETS_UP	FORTSCHEGGER_PHF8_TARGETS_UP		199	-0.23854055	-1.4561687	0.017381229	0.11466484	1.0	5655	tags=50%, list=41%, signal=84%	
VANTVEER_BREAST_CANCER_METASTASIS_DN	VANTVEER_BREAST_CANCER_METASTASIS_DN		77	-0.28496858	-1.4476812	0.034255598	0.120187394	1.0	4835	tags=52%, list=35%, signal=80%	
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP		204	-0.236547	-1.4427727	0.016786572	0.123233095	1.0	7168	tags=64%, list=52%, signal=133%	
JISON_SICKLE_CELL_DISEASE_UP	JISON_SICKLE_CELL_DISEASE_UP		156	-0.24623293	-1.4415592	0.014492754	0.12302001	1.0	3260	tags=35%, list=24%, signal=45%	
SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM	SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM		27	-0.36456606	-1.4322178	0.07949791	0.1299407	1.0	7036	tags=81%, list=51%, signal=167%	
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR_IN_DISEASE		42	-0.31759825	-1.4320698	0.06982872	0.12857781	1.0	4790	tags=45%, list=35%, signal=69%	
WALLACE_PROSTATE_CANCER_RACE_DN	WALLACE_PROSTATE_CANCER_RACE_DN		58	-0.3006187	-1.4302318	0.047169812	0.1286101	1.0	5908	tags=62%, list=43%, signal=109%	
VANTVEER_BREAST_CANCER_ESR1_DN	VANTVEER_BREAST_CANCER_ESR1_DN		164	-0.23907945	-1.4253912	0.021403091	0.1315654	1.0	4934	tags=46%, list=36%, signal=72%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		27	-0.35943818	-1.4217824	0.07336956	0.13377444	1.0	4153	tags=48%, list=30%, signal=69%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP		166	-0.24126682	-1.4183774	0.025454545	0.13565184	1.0	5853	tags=54%, list=43%, signal=92%	
SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP	SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP		15	-0.41707414	-1.4159532	0.090103395	0.1366515	1.0	6350	tags=73%, list=46%, signal=137%	
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP		76	-0.27456653	-1.4143122	0.04095112	0.13667534	1.0	5903	tags=54%, list=43%, signal=94%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_18H_DN		120	-0.25248113	-1.4136256	0.042321645	0.1359412	1.0	7300	tags=64%, list=53%, signal=136%	
GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP		110	-0.25273433	-1.4093069	0.04477612	0.13848127	1.0	6916	tags=61%, list=50%, signal=122%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_DN		307	-0.21732947	-1.4078361	0.011098779	0.13853237	1.0	4935	tags=41%, list=36%, signal=63%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_DN		295	-0.21302064	-1.3773202	0.023281597	0.16842705	1.0	6111	tags=52%, list=45%, signal=92%	
VANTVEER_BREAST_CANCER_BRCA1_DN	VANTVEER_BREAST_CANCER_BRCA1_DN		25	-0.3571383	-1.3763058	0.09824047	0.16780609	1.0	7158	tags=64%, list=52%, signal=134%	
HP_AVASCULAR_NECROSIS	HP_AVASCULAR_NECROSIS		41	-0.30680382	-1.3745306	0.09673025	0.16821674	1.0	5017	tags=49%, list=37%, signal=77%	
HECKER_IFNB1_TARGETS	HECKER_IFNB1_TARGETS		78	-0.2652379	-1.3729553	0.064850844	0.16859242	1.0	5627	tags=53%, list=41%, signal=89%	
FORTSCHEGGER_PHF8_TARGETS_DN	FORTSCHEGGER_PHF8_TARGETS_DN		542	-0.20106544	-1.3698385	0.010559662	0.17047742	1.0	5998	tags=51%, list=44%, signal=86%	
GSE15659_RESTING_VS_ACTIVATED_TREG_DN	GSE15659_RESTING_VS_ACTIVATED_TREG_DN		135	-0.23731287	-1.3643066	0.04550898	0.17537428	1.0	5928	tags=52%, list=43%, signal=91%	
GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP		93	-0.25257933	-1.3564166	0.07098381	0.18315211	1.0	6553	tags=59%, list=48%, signal=113%	
GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP	GSE15659_NAIVE_CD4_TCELL_VS_ACTIVATED_TREG_UP		113	-0.23955673	-1.3437574	0.0707196	0.19745384	1.0	6518	tags=55%, list=48%, signal=104%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN		130	-0.23303324	-1.342555	0.06942753	0.19716983	1.0	3493	tags=36%, list=26%, signal=48%	
BILD_CTNNB1_ONCOGENIC_SIGNATURE	BILD_CTNNB1_ONCOGENIC_SIGNATURE		29	-0.33238137	-1.3384396	0.1045392	0.20061022	1.0	6184	tags=62%, list=45%, signal=113%	
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN		41	-0.30027178	-1.3353944	0.110091746	0.20289382	1.0	5291	tags=44%, list=39%, signal=71%	
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP	FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP		34	-0.31811333	-1.3338801	0.12600537	0.20308404	1.0	5894	tags=65%, list=43%, signal=113%	
GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_UP	GSE15659_NAIVE_VS_PTPRC_NEG_CD4_TCELL_UP		118	-0.23846178	-1.3274735	0.075093865	0.2095832	1.0	5564	tags=49%, list=41%, signal=82%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP	GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP		129	-0.23084986	-1.3226784	0.073405534	0.21391517	1.0	6825	tags=58%, list=50%, signal=115%	
DUTTA_APOPTOSIS_VIA_NFKB	DUTTA_APOPTOSIS_VIA_NFKB		22	-0.35344765	-1.3217591	0.14325069	0.21330862	1.0	7412	tags=73%, list=54%, signal=158%	
GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_DN	GSE43700_UNTREATED_VS_IL10_TREATED_PBMC_DN		162	-0.2251361	-1.3213698	0.06674473	0.21202496	1.0	7596	tags=67%, list=55%, signal=149%	
HP_CONSTITUTIONAL_SYMPTOM	HP_CONSTITUTIONAL_SYMPTOM		577	-0.1926068	-1.3198838	0.019916143	0.21220396	1.0	6481	tags=50%, list=47%, signal=91%	
