NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN	Details ...	25	0.30911818	1.253954	0.17204301	0.5481866	0.969	662	tags=20%, list=5%, signal=21%	
GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP	GSE32901_TH1_VS_TH17_ENRICHED_CD4_TCELL_UP	Details ...	106	0.22361837	1.2454513	0.07042254	0.53799075	0.972	1116	tags=15%, list=8%, signal=16%	
HP_INFANTILE_ONSET	HP_INFANTILE_ONSET	Details ...	291	0.18371205	1.2237667	0.0	0.57209516	0.985	1351	tags=16%, list=10%, signal=18%	
CAMPS_COLON_CANCER_COPY_NUMBER_DN	CAMPS_COLON_CANCER_COPY_NUMBER_DN	Details ...	52	0.25062996	1.2221245	0.11904762	0.5423554	0.986	1215	tags=19%, list=9%, signal=21%	
SU_PANCREAS	SU_PANCREAS	Details ...	30	0.27489612	1.1827892	0.2	0.63816035	0.994	369	tags=17%, list=3%, signal=17%	
HP_FASCICULATIONS	HP_FASCICULATIONS	Details ...	43	0.25072747	1.1763831	0.2080537	0.6282766	0.994	1135	tags=19%, list=8%, signal=20%	
GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_TH1_VS_TH17_NEG_CD4_TCELL_UP	Details ...	74	0.21417207	1.1751688	0.12264151	0.60101455	0.994	490	tags=9%, list=4%, signal=10%	
HP_SPORADIC	HP_SPORADIC		59	0.23365648	1.1692781	0.16346154	0.59461623	0.995	1693	tags=25%, list=12%, signal=29%	
HP_NEPHROPATHY	HP_NEPHROPATHY		72	0.22441754	1.1477034	0.18446602	0.6374245	0.997	975	tags=17%, list=7%, signal=18%	
HP_RESTRICTIVE_VENTILATORY_DEFECT	HP_RESTRICTIVE_VENTILATORY_DEFECT		30	0.2669241	1.1454186	0.22093023	0.61676335	0.997	1697	tags=23%, list=12%, signal=27%	
GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_DN	GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_DN		105	0.205851	1.1352545	0.17142858	0.6256248	0.999	1240	tags=20%, list=9%, signal=22%	
GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_UNINF_VS_ENV_AND_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP		93	0.20743763	1.1339911	0.175	0.60560703	0.999	1975	tags=26%, list=14%, signal=30%	
GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_DN	GSE30153_LUPUS_VS_HEALTHY_DONOR_BCELL_DN		137	0.19003843	1.1335068	0.083333336	0.58386433	0.999	986	tags=14%, list=7%, signal=15%	
MCLACHLAN_DENTAL_CARIES_DN	MCLACHLAN_DENTAL_CARIES_DN		40	0.24442065	1.1065992	0.2753623	0.6472964	1.0	1731	tags=25%, list=13%, signal=29%	
BILD_E2F3_ONCOGENIC_SIGNATURE	BILD_E2F3_ONCOGENIC_SIGNATURE		160	0.18097576	1.1012523	0.14285715	0.6438542	1.0	1963	tags=24%, list=14%, signal=27%	
HP_ROD_CONE_DYSTROPHY	HP_ROD_CONE_DYSTROPHY		110	0.19834296	1.0953516	0.20338982	0.6426364	1.0	1905	tags=20%, list=14%, signal=23%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN		129	0.18689857	1.0946308	0.1904762	0.62378705	1.0	1751	tags=22%, list=13%, signal=26%	
GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN	GSE6092_B_BURGDOFERI_VS_B_BURGDORFERI_AND_IFNG_STIM_ENDOTHELIAL_CELL_DN		121	0.18982786	1.0685129	0.27868852	0.6924705	1.0	1323	tags=17%, list=10%, signal=18%	
GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP	GSE6092_IFNG_VS_IFNG_AND_B_BURGDORFERI_INF_ENDOTHELIAL_CELL_UP		123	0.17967117	1.0350426	0.36923078	0.79104686	1.0	945	tags=11%, list=7%, signal=12%	
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_UP		63	0.19694957	1.0108672	0.44615385	0.85896385	1.0	1698	tags=19%, list=12%, signal=22%	
HP_JUVENILE_ONSET	HP_JUVENILE_ONSET		65	0.19079565	0.9945081	0.4609375	0.90006346	1.0	1576	tags=18%, list=12%, signal=21%	
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN	CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN		36	0.22427684	0.98134166	0.5104167	0.9287097	1.0	1382	tags=19%, list=10%, signal=22%	
ZHAN_MULTIPLE_MYELOMA_MF_DN	ZHAN_MULTIPLE_MYELOMA_MF_DN		24	0.24928893	0.9785299	0.50934577	0.91487914	1.0	400	tags=8%, list=3%, signal=9%	
HP_ADULT_ONSET	HP_ADULT_ONSET		97	0.17054266	0.9677247	0.5833333	0.92989427	1.0	826	tags=11%, list=6%, signal=12%	
WP_ATM_SIGNALING_NETWORK_IN_DEVELOPMENT_AND_DISEASE	WP_ATM_SIGNALING_NETWORK_IN_DEVELOPMENT_AND_DISEASE		22	0.2514349	0.9647962	0.51834863	0.9147595	1.0	1710	tags=27%, list=12%, signal=31%	
GSE15659_TREG_VS_TCONV_DN	GSE15659_TREG_VS_TCONV_DN		109	0.16427259	0.9474494	0.61764705	0.9501565	1.0	799	tags=10%, list=6%, signal=11%	
ANDERSEN_CHOLANGIOCARCINOMA_CLASS2	ANDERSEN_CHOLANGIOCARCINOMA_CLASS2		124	0.16725372	0.9343754	0.65384614	0.97315925	1.0	1493	tags=17%, list=11%, signal=19%	
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN		41	0.20081432	0.9297962	0.6405229	0.9650173	1.0	2412	tags=34%, list=18%, signal=41%	
GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN	GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_DN		130	0.1581879	0.9243826	0.68421054	0.9596363	1.0	1751	tags=19%, list=13%, signal=22%	
GSE15659_TREG_VS_TCONV_UP	GSE15659_TREG_VS_TCONV_UP		114	0.15892373	0.9094717	0.71428573	0.98347074	1.0	1255	tags=13%, list=9%, signal=14%	
BILD_SRC_ONCOGENIC_SIGNATURE	BILD_SRC_ONCOGENIC_SIGNATURE		23	0.2247495	0.88256115	0.6210526	1.0	1.0	10622	tags=100%, list=78%, signal=445%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_DN		101	0.16115129	0.87416875	0.70149255	1.0	1.0	1914	tags=21%, list=14%, signal=24%	
CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP	CHARAFE_BREAST_CANCER_LUMINAL_VS_MESENCHYMAL_UP		304	0.12863325	0.8617704	1.0	1.0	1.0	1171	tags=12%, list=9%, signal=13%	
HUTTMANN_B_CLL_POOR_SURVIVAL_DN	HUTTMANN_B_CLL_POOR_SURVIVAL_DN		28	0.20364404	0.85846394	0.74	1.0	1.0	2218	tags=32%, list=16%, signal=38%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_DN		117	0.14557509	0.8356165	0.9444444	1.0	1.0	1661	tags=18%, list=12%, signal=20%	
HP_CHILDHOOD_ONSET	HP_CHILDHOOD_ONSET		29	0.20004247	0.833841	0.7263682	1.0	1.0	122	tags=7%, list=1%, signal=7%	
SU_TESTIS	SU_TESTIS		47	0.1756595	0.82535124	0.7903226	1.0	1.0	1771	tags=26%, list=13%, signal=29%	
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP	GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_2H_UP		111	0.15232067	0.8189317	0.969697	1.0	1.0	1703	tags=15%, list=12%, signal=17%	
ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD1_VS_CD2_UP		47	0.16956894	0.80539805	0.85211265	1.0	1.0	1428	tags=17%, list=10%, signal=19%	
WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE	WP_HYPOTHESIZED_PATHWAYS_IN_PATHOGENESIS_OF_CARDIOVASCULAR_DISEASE		17	0.2237006	0.79578173	0.7606838	1.0	1.0	10635	tags=100%, list=78%, signal=447%	
HP_STAGE_5_CHRONIC_KIDNEY_DISEASE	HP_STAGE_5_CHRONIC_KIDNEY_DISEASE		34	0.17227426	0.7791221	0.8367347	1.0	1.0	2707	tags=35%, list=20%, signal=44%	
CAMPS_COLON_CANCER_COPY_NUMBER_UP	CAMPS_COLON_CANCER_COPY_NUMBER_UP		68	0.14852005	0.77765405	0.9611651	1.0	1.0	1767	tags=21%, list=13%, signal=24%	
ZHAN_MULTIPLE_MYELOMA_LB_UP	ZHAN_MULTIPLE_MYELOMA_LB_UP		25	0.19850405	0.7729657	0.8116592	1.0	1.0	254	tags=8%, list=2%, signal=8%	
HP_OSTEOPOROSIS	HP_OSTEOPOROSIS		164	0.1274336	0.7673159	0.974359	1.0	1.0	880	tags=9%, list=6%, signal=10%	
GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP	GSE12963_ENV_NEF_VS_ENV_NEF_AND_VPR_DEFICIENT_HIV1_INF_CD4_TCELL_UP		77	0.14548957	0.75250685	0.9240506	1.0	1.0	1587	tags=17%, list=12%, signal=19%	
GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP	GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_UP		19	0.20172551	0.7453717	0.8605769	1.0	1.0	10936	tags=100%, list=80%, signal=496%	
COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP	COULOUARN_TEMPORAL_TGFB1_SIGNATURE_UP		65	0.14553231	0.7258664	0.9375	1.0	1.0	1162	tags=12%, list=8%, signal=13%	
HP_NEONATAL_ONSET	HP_NEONATAL_ONSET		24	0.17834362	0.7255829	0.925	0.99714005	1.0	1147	tags=17%, list=8%, signal=18%	
GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP	GSE32901_NAIVE_VS_TH17_NEG_CD4_TCELL_UP		110	0.12819049	0.7217506	1.0	0.9848557	1.0	1608	tags=15%, list=12%, signal=17%	
ZHAN_MULTIPLE_MYELOMA_CD1_DN	ZHAN_MULTIPLE_MYELOMA_CD1_DN		33	0.16136958	0.67612225	0.9512195	1.0	1.0	1935	tags=21%, list=14%, signal=25%	
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP	GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_1H_UP		111	0.1132084	0.6377011	1.0	1.0	1.0	2107	tags=21%, list=15%, signal=24%	
ZHAN_MULTIPLE_MYELOMA_CD2_UP	ZHAN_MULTIPLE_MYELOMA_CD2_UP		25	0.15263966	0.6104727	0.9810427	0.9978637	1.0	1299	tags=12%, list=9%, signal=13%	
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG		16	0.15043873	0.5144022	1.0	0.9978208	1.0	11637	tags=100%, list=85%, signal=664%	
HP_ONSET	HP_ONSET		639	0.18574727	---	---	1.0	0.0	1363	tags=16%, list=10%, signal=17%	
